case_id,distance,angle_deg,orientation_deg,final_std,final_flux_max,final_node_max,final_distance,anisotropy_ratio,major_axis_angle_deg,dipole_amplitude,dipole_angle_deg,interaction_score
35,26,0,0,0.7765803492769233,5.161857016294586,23.240601709925006,67.7082803096719,1.063428583580651,-164.6763412512353,14.971836746210386,144.8239684546968,0.4931728902419659
36,26,0,45,0.7907012185124214,5.108374908000465,24.824516897489566,74.50384583059288,1.130942509925437,82.37720737675865,15.613495400590223,171.35291926820668,0.4929520258097541
100,34,180,0,0.7389840517255986,5.1497433680345965,22.066853068358967,42.03576988273145,1.1920215146326991,-135.98361959294004,4.475523599921198,-9.345353892359002,0.49247523389993425
157,50,90,90,0.7570441444111856,5.3131182921755125,22.31490109935315,75.66973663047992,1.172486416553958,-135.01212294969872,9.534556722667201,-136.91130599396007,0.49160401041793145
3,18,0,135,0.7633159322611597,5.127550985598648,19.640686350926746,66.16885880915203,1.043172340528823,91.44344239428823,15.090521706623516,-145.47196298502377,0.4907418762186513
165,50,150,0,0.757521235543615,4.91991320228438,21.968713833605342,60.598648233370376,1.0602778898033098,-160.97419749787846,8.950042330611486,-10.941537577780489,0.490397185306205
12,18,60,90,0.731392693268178,5.474100942170468,22.140773828944223,33.05178605493503,1.1282737978921829,124.73611949324153,3.965567744522101,-166.80412440005256,0.48767283972968983
272,74,150,90,0.7909735956777894,5.15244511491555,24.755667934800442,18.13881685095398,1.0877489136536882,140.768485066287,2.407412480256495,164.7533799474915,0.4874398093810516
46,26,60,45,0.7779213566543351,5.322108134936926,22.819882320593024,66.20074241438306,1.0361423855997232,113.01110207752119,18.07617723535266,-149.98910302639277,0.48706748072794626
151,50,60,45,0.8034941291807828,5.209064317254456,23.41379711061403,70.62322412858299,1.0724449348433134,101.9553677730862,11.539945546396497,-128.51258020316354,0.48310634677874176
4,18,0,180,0.7428260535771344,4.922015671328646,23.870322005145233,74.36424625604963,1.1073802770179584,55.204847495414725,11.456494884646835,-171.37602107672086,0.48186890722873105
58,26,120,135,0.7657622333878293,5.234509041437474,22.05593162292687,35.19165191588419,1.056294833261974,-179.48075834359116,5.094461985317567,-55.37849650088159,0.4804953265376809
107,42,0,90,0.7703325644681878,5.389690661966915,25.671818582634145,79.06461113817808,1.148387080621145,-153.5717131606672,12.490950093174174,134.75123296005546,0.478870484619682
115,42,60,0,0.7757565918270941,5.177664239527502,22.648365774372554,75.9142533938145,1.1165886531780573,99.78356088489996,15.76228010868329,-173.03117465446292,0.4787230596199561
246,74,0,45,0.8086021580585024,4.874912563713455,24.7678821776193,72.7437337974638,1.1277897041008416,-154.76174463924968,9.38219456509673,-177.51906184820513,0.47855299284148733
275,74,180,0,0.7798860194532796,5.125841774575667,24.528980794790726,31.14714706084532,1.0757174954245003,77.96811587153191,4.1021058944703235,-138.96146470599595,0.47569671871448493
88,34,90,135,0.7819382797796436,5.152561307945344,26.922365831714522,48.01116076013277,1.0977644830766036,150.74772729155129,6.175042871321052,-126.74470828232677,0.47495293823387474
68,26,180,135,0.7563991616867907,4.997314869766222,26.11330971027873,56.04709251619663,1.0941463665102975,85.28256029684313,7.352259580296502,-62.855984697490804,0.4741668059845432
