node_id,x,y,z,t,beta,seed,crit_value,degree
0,0,0,3,11,13.0,2,2.610643621608176,1
1,0,0,4,10,13.0,2,2.192639612462356,1
2,0,0,4,11,13.0,2,3.814020951250467,5
3,0,0,5,11,13.0,2,3.025499798300259,1
4,0,0,11,5,13.0,2,2.7570577680615456,2
5,0,0,11,6,13.0,2,3.1105458145250764,2
6,0,1,4,11,13.0,2,2.2376318951713254,1
7,0,1,11,5,13.0,2,2.714069028995892,2
8,0,1,11,6,13.0,2,2.911339340422185,2
9,0,6,0,5,13.0,2,2.370468302594825,1
10,0,6,2,11,13.0,2,3.4346882220509585,2
11,0,6,3,11,13.0,2,3.1420109273576244,4
12,0,6,4,11,13.0,2,2.351013198061967,1
13,0,7,0,4,13.0,2,2.5124496214908727,1
14,0,7,0,5,13.0,2,3.075194723132744,2
15,0,7,1,11,13.0,2,2.860352882475124,1
16,0,7,2,10,13.0,2,2.7191954845332282,2
17,0,7,2,11,13.0,2,4.615424463577007,6
18,0,7,3,10,13.0,2,2.400225689094135,2
19,0,7,3,11,13.0,2,3.5719868218094435,5
20,0,8,2,11,13.0,2,2.787229978126846,2
21,0,8,3,11,13.0,2,2.118465841714039,2
22,0,8,4,2,13.0,2,2.801005966123855,1
23,0,8,5,2,13.0,2,2.2364191696619864,2
24,0,8,10,11,13.0,2,2.3129245893469568,1
25,0,9,9,5,13.0,2,2.604335121230673,1
26,0,10,10,0,13.0,2,2.166738398778541,1
27,0,11,9,0,13.0,2,2.6003024026277983,1
28,0,11,10,0,13.0,2,3.434919594459402,3
29,0,11,11,0,13.0,2,2.930054188889901,2
30,1,0,4,11,13.0,2,2.535461246624683,1
31,1,5,11,0,13.0,2,2.169430697679701,2
32,1,6,3,11,13.0,2,2.129344340982564,2
33,1,6,11,0,13.0,2,2.397243129419927,3
34,1,6,11,1,13.0,2,2.3700965623398025,1
35,1,7,2,11,13.0,2,2.48884340744014,2
36,1,7,3,11,13.0,2,2.287732122266863,3
37,1,8,5,2,13.0,2,2.155294416550696,1
38,1,8,9,5,13.0,2,2.159740110033691,1
39,1,8,10,11,13.0,2,2.3060527120147105,1
40,1,9,8,5,13.0,2,2.283959571268883,1
41,1,9,9,4,13.0,2,2.1498350623184757,1
42,1,9,9,5,13.0,2,2.9722100961548623,4
43,2,4,11,0,13.0,2,2.144997684647927,2
44,2,5,0,9,13.0,2,2.118262706640502,1
45,2,5,10,0,13.0,2,2.388395032147587,2
46,2,5,11,0,13.0,2,3.32953931148483,5
47,2,6,0,8,13.0,2,2.3087218879888676,3
48,2,6,0,9,13.0,2,3.3449625292587672,5
49,2,6,0,10,13.0,2,2.193005623426715,2
50,2,6,11,0,13.0,2,2.6461328186242103,3
51,2,7,0,8,13.0,2,2.4067771380073015,3
52,2,7,0,9,13.0,2,3.3241008697532366,3
53,2,8,6,2,13.0,2,2.1534941611761536,0
54,2,11,6,1,13.0,2,2.5074295070704253,1
55,2,11,7,1,13.0,2,2.367207973817567,2
56,3,4,11,0,13.0,2,2.4236634562086006,2
57,3,5,10,0,13.0,2,2.7405892254775126,2
58,3,5,11,0,13.0,2,3.600373129781318,4
59,3,6,0,8,13.0,2,2.3705809252774466,3
60,3,6,0,9,13.0,2,3.4435017789698628,4
61,3,6,0,10,13.0,2,2.275631160939749,3
62,3,6,11,0,13.0,2,2.4763181651689066,2
63,3,7,0,8,13.0,2,2.803131271431536,3
64,3,7,0,9,13.0,2,3.973720992182433,7
65,3,7,0,10,13.0,2,2.5587666554768305,2
66,3,7,1,9,13.0,2,2.3387955451620086,1
67,3,8,0,9,13.0,2,2.4883050053415565,1
68,3,11,7,0,13.0,2,2.1610112267968247,1
69,3,11,7,1,13.0,2,2.559892876886571,3
70,3,11,8,1,13.0,2,2.3588312972246697,1
71,4,0,1,9,13.0,2,2.171051079445036,1
72,4,4,11,11,13.0,2,2.8165176451506553,2
73,4,5,11,11,13.0,2,2.1249091446302186,2
74,4,7,0,9,13.0,2,2.4864455379857686,1
75,4,9,4,10,13.0,2,2.1742749179729395,1
76,4,9,4,11,13.0,2,2.4728082023883573,2
77,4,9,11,0,13.0,2,2.855660465850762,2
78,4,10,10,0,13.0,2,2.189519931758885,2
79,4,10,11,0,13.0,2,3.4843398740039127,4
80,4,11,11,0,13.0,2,2.3026445735607166,2
81,5,0,0,8,13.0,2,2.2913391682827022,2
82,5,0,0,9,13.0,2,2.8355139635021045,2
83,5,0,1,8,13.0,2,2.6010713561774,2
84,5,0,1,9,13.0,2,3.137503914290449,4
85,5,0,1,10,13.0,2,2.162580797025383,1
86,5,3,11,11,13.0,2,2.4524430186069335,1
87,5,4,11,11,13.0,2,3.6680295845481514,4
88,5,5,11,11,13.0,2,2.3105925436007815,2
89,5,9,3,10,13.0,2,2.2272017983036902,0
90,5,9,4,11,13.0,2,2.2032767550587584,1
91,5,9,11,0,13.0,2,2.902653043202656,2
92,5,10,10,0,13.0,2,2.2776979503267922,2
93,5,10,11,0,13.0,2,3.556012242462652,4
94,5,11,11,0,13.0,2,2.3844491240084102,2
95,6,4,11,11,13.0,2,2.200459997145021,1
96,6,7,8,0,13.0,2,2.3298742335890728,1
97,6,11,4,9,13.0,2,2.267182468655859,1
98,7,0,3,4,13.0,2,2.1236379919867794,1
99,7,4,0,9,13.0,2,2.16932650558378,1
100,7,4,1,9,13.0,2,2.3779956903388824,1
101,7,6,8,0,13.0,2,2.4196766380290304,1
102,7,7,8,0,13.0,2,2.8349579135030205,2
103,7,11,4,8,13.0,2,2.1676062336837614,2
104,7,11,4,9,13.0,2,2.893966487510387,3
105,7,11,5,8,13.0,2,2.2086738361482574,2
106,7,11,5,9,13.0,2,2.151428968907005,2
107,7,11,6,7,13.0,2,2.4179536752471074,1
108,8,0,2,4,13.0,2,2.4826285894137348,1
109,8,0,3,4,13.0,2,2.840664684877036,2
110,8,4,11,2,13.0,2,2.171882743512337,2
111,8,5,11,2,13.0,2,2.3905448165269814,3
112,8,6,11,2,13.0,2,2.3726466538904694,1
113,8,11,5,7,13.0,2,2.2042645277821014,1
114,8,11,6,6,13.0,2,2.18831751880686,1
115,8,11,6,7,13.0,2,2.875077520305526,4
116,8,11,6,8,13.0,2,2.1369746938202585,1
117,9,0,0,1,13.0,2,2.6444226271907145,2
118,9,0,0,2,13.0,2,2.2082859342506946,2
119,9,0,5,0,13.0,2,2.5892362767349337,0
120,9,4,11,2,13.0,2,2.4930008318589616,2
121,9,5,11,2,13.0,2,2.255733125245999,2
122,10,0,0,0,13.0,2,5.783558251599203,4
123,10,0,0,1,13.0,2,6.971797902803653,6
124,10,0,0,2,13.0,2,4.416707580480784,5
125,10,0,1,0,13.0,2,2.795873840511859,3
126,10,0,1,1,13.0,2,3.4055265479836017,4
127,10,0,1,2,13.0,2,2.3265627714768695,3
128,10,0,4,9,13.0,2,2.170492555356019,1
129,10,0,5,9,13.0,2,2.3824451545239076,2
130,10,1,0,0,13.0,2,2.8101284686507304,3
131,10,1,0,1,13.0,2,3.4159644806198646,4
132,10,1,0,2,13.0,2,2.288514952101884,3
133,10,3,6,10,13.0,2,2.270709580710934,2
