beta,seed,u_id,v_id,u_x,u_y,u_z,u_t,v_x,v_y,v_z,v_t
10.0,1,81,82,6,2,9,6,6,2,9,7
10.0,1,83,90,6,2,10,5,6,3,10,5
10.0,1,83,84,6,2,10,5,6,2,10,6
10.0,1,84,91,6,2,10,6,6,3,10,6
10.0,1,85,88,6,3,8,6,6,3,9,6
10.0,1,86,93,6,3,9,4,6,4,9,4
10.0,1,86,89,6,3,9,4,6,3,10,4
10.0,1,86,87,6,3,9,4,6,3,9,5
10.0,1,87,90,6,3,9,5,6,3,10,5
10.0,1,87,88,6,3,9,5,6,3,9,6
10.0,1,88,91,6,3,9,6,6,3,10,6
10.0,1,89,94,6,3,10,4,6,4,10,4
10.0,1,89,90,6,3,10,4,6,3,10,5
10.0,1,90,95,6,3,10,5,6,4,10,5
10.0,1,90,91,6,3,10,5,6,3,10,6
10.0,1,93,94,6,4,9,4,6,4,10,4
10.0,1,94,100,6,4,10,4,6,5,10,4
10.0,1,94,96,6,4,10,4,6,4,11,4
10.0,1,94,95,6,4,10,4,6,4,10,5
10.0,1,95,97,6,4,10,5,6,4,11,5
10.0,1,96,101,6,4,11,4,6,5,11,4
10.0,1,96,97,6,4,11,4,6,4,11,5
10.0,1,97,102,6,4,11,5,6,5,11,5
10.0,1,98,103,6,5,0,3,6,6,0,3
10.0,1,98,99,6,5,0,3,6,5,0,4
10.0,1,99,115,6,5,0,4,7,5,0,4
10.0,1,99,104,6,5,0,4,6,6,0,4
10.0,1,100,101,6,5,10,4,6,5,11,4
10.0,1,101,99,6,5,11,4,6,5,0,4
10.0,1,101,102,6,5,11,4,6,5,11,5
10.0,1,103,118,6,6,0,3,7,6,0,3
10.0,1,103,104,6,6,0,3,6,6,0,4
10.0,1,104,119,6,6,0,4,7,6,0,4
10.0,1,104,106,6,6,0,4,6,6,1,4
10.0,1,104,105,6,6,0,4,6,6,0,5
10.0,1,105,120,6,6,0,5,7,6,0,5
10.0,1,106,122,6,6,1,4,7,6,1,4
10.0,1,107,108,7,0,9,0,7,0,10,0
10.0,1,109,113,7,1,9,6,7,2,9,6
10.0,1,110,114,7,2,0,5,7,3,0,5
10.0,1,111,113,7,2,8,6,7,2,9,6
10.0,1,112,113,7,2,9,5,7,2,9,6
10.0,1,115,119,7,5,0,4,7,6,0,4
10.0,1,115,117,7,5,0,4,7,5,1,4
10.0,1,115,116,7,5,0,4,7,5,0,5
10.0,1,116,120,7,5,0,5,7,6,0,5
10.0,1,117,122,7,5,1,4,7,6,1,4
10.0,1,118,119,7,6,0,3,7,6,0,4
10.0,1,119,126,7,6,0,4,8,6,0,4
10.0,1,119,125,7,6,0,4,7,7,0,4
10.0,1,119,122,7,6,0,4,7,6,1,4
10.0,1,119,120,7,6,0,4,7,6,0,5
10.0,1,120,127,7,6,0,5,8,6,0,5
10.0,1,120,123,7,6,0,5,7,6,1,5
10.0,1,120,121,7,6,0,5,7,6,0,6
10.0,1,122,128,7,6,1,4,8,6,1,4
10.0,1,122,123,7,6,1,4,7,6,1,5
10.0,1,123,129,7,6,1,5,8,6,1,5
10.0,1,124,131,7,6,1,7,8,6,1,7
10.0,1,126,128,8,6,0,4,8,6,1,4
10.0,1,126,127,8,6,0,4,8,6,0,5
10.0,1,127,129,8,6,0,5,8,6,1,5
10.0,1,128,129,8,6,1,4,8,6,1,5
10.0,1,129,130,8,6,1,5,8,6,1,6
10.0,1,130,141,8,6,1,6,9,6,1,6
10.0,1,130,132,8,6,1,6,8,6,2,6
10.0,1,130,131,8,6,1,6,8,6,1,7
10.0,1,131,142,8,6,1,7,9,6,1,7
10.0,1,131,135,8,6,1,7,8,7,1,7
10.0,1,131,133,8,6,1,7,8,6,2,7
10.0,1,132,143,8,6,2,6,9,6,2,6
10.0,1,132,133,8,6,2,6,8,6,2,7
10.0,1,133,144,8,6,2,7,9,6,2,7
10.0,1,133,136,8,6,2,7,8,7,2,7
10.0,1,133,134,8,6,2,7,8,6,2,8
10.0,1,134,145,8,6,2,8,9,6,2,8
10.0,1,135,148,8,7,1,7,9,7,1,7
10.0,1,135,136,8,7,1,7,8,7,2,7
10.0,1,136,150,8,7,2,7,9,7,2,7
10.0,1,137,153,9,1,7,0,10,1,7,0
10.0,1,137,138,9,1,7,0,9,2,7,0
10.0,1,138,156,9,2,7,0,10,2,7,0
10.0,1,138,139,9,2,7,0,9,2,8,0
10.0,1,139,157,9,2,8,0,10,2,8,0
10.0,1,140,144,9,5,2,7,9,6,2,7
10.0,1,141,147,9,6,1,6,9,7,1,6
10.0,1,141,143,9,6,1,6,9,6,2,6
10.0,1,141,142,9,6,1,6,9,6,1,7
10.0,1,142,148,9,6,1,7,9,7,1,7
10.0,1,142,144,9,6,1,7,9,6,2,7
10.0,1,143,144,9,6,2,6,9,6,2,7
10.0,1,144,159,9,6,2,7,10,6,2,7
10.0,1,144,150,9,6,2,7,9,7,2,7
10.0,1,144,146,9,6,2,7,9,6,3,7
10.0,1,144,145,9,6,2,7,9,6,2,8
10.0,1,147,148,9,7,1,6,9,7,1,7
10.0,1,148,162,9,7,1,7,10,7,1,7
10.0,1,148,150,9,7,1,7,9,7,2,7
10.0,1,148,149,9,7,1,7,9,7,1,8
10.0,1,149,163,9,7,1,8,10,7,1,8
10.0,1,150,164,9,7,2,7,10,7,2,7
10.0,1,151,167,9,11,10,0,10,11,10,0
10.0,1,152,153,10,0,7,0,10,1,7,0
10.0,1,153,178,10,1,7,0,11,1,7,0
10.0,1,153,156,10,1,7,0,10,2,7,0
10.0,1,154,180,10,2,0,11,11,2,0,11
10.0,1,155,185,10,2,6,7,11,2,6,7
10.0,1,156,157,10,2,7,0,10,2,8,0
10.0,1,157,158,10,2,8,0,10,3,8,0
10.0,1,159,164,10,6,2,7,10,7,2,7
10.0,1,160,165,10,7,0,7,10,8,0,7
10.0,1,160,162,10,7,0,7,10,7,1,7
10.0,1,160,161,10,7,0,7,10,7,0,8
10.0,1,161,163,10,7,0,8,10,7,1,8
10.0,1,162,164,10,7,1,7,10,7,2,7
10.0,1,162,163,10,7,1,7,10,7,1,8
10.0,1,166,205,10,11,0,7,11,11,0,7
10.0,1,168,172,11,0,0,10,11,1,0,10
10.0,1,168,169,11,0,0,10,11,0,0,11
10.0,1,169,173,11,0,0,11,11,1,0,11
10.0,1,170,171,11,0,9,3,11,0,9,4
10.0,1,172,179,11,1,0,10,11,2,0,10
10.0,1,172,173,11,1,0,10,11,1,0,11
10.0,1,173,180,11,1,0,11,11,2,0,11
10.0,1,174,182,11,1,5,7,11,2,5,7
10.0,1,174,176,11,1,5,7,11,1,6,7
10.0,1,174,175,11,1,5,7,11,1,5,8
10.0,1,175,183,11,1,5,8,11,2,5,8
10.0,1,175,177,11,1,5,8,11,1,6,8
10.0,1,176,185,11,1,6,7,11,2,6,7
10.0,1,176,177,11,1,6,7,11,1,6,8
10.0,1,177,186,11,1,6,8,11,2,6,8
10.0,1,179,180,11,2,0,10,11,2,0,11
10.0,1,180,190,11,2,0,11,11,3,0,11
10.0,1,181,184,11,2,5,6,11,2,6,6
10.0,1,181,182,11,2,5,6,11,2,5,7
10.0,1,182,185,11,2,5,7,11,2,6,7
10.0,1,182,183,11,2,5,7,11,2,5,8
10.0,1,183,186,11,2,5,8,11,2,6,8
10.0,1,184,185,11,2,6,6,11,2,6,7
10.0,1,185,192,11,2,6,7,11,3,6,7
10.0,1,185,187,11,2,6,7,11,2,7,7
10.0,1,185,186,11,2,6,7,11,2,6,8
10.0,1,188,193,11,2,11,7,11,3,11,7
10.0,1,188,189,11,2,11,7,11,2,11,8
10.0,1,189,194,11,2,11,8,11,3,11,8
10.0,1,191,16,11,3,4,4,0,3,4,4
10.0,1,193,195,11,3,11,7,11,4,11,7
10.0,1,193,194,11,3,11,7,11,3,11,8
10.0,1,194,196,11,3,11,8,11,4,11,8
10.0,1,195,196,11,4,11,7,11,4,11,8
10.0,1,197,198,11,6,4,0,11,7,4,0
10.0,1,199,200,11,7,5,11,11,8,5,11
10.0,1,201,204,11,10,0,6,11,11,0,6
10.0,1,201,202,11,10,0,6,11,10,0,7
10.0,1,202,205,11,10,0,7,11,11,0,7
10.0,1,202,203,11,10,0,7,11,10,0,8
10.0,1,203,206,11,10,0,8,11,11,0,8
10.0,1,204,205,11,11,0,6,11,11,0,7
10.0,1,205,207,11,11,0,7,11,11,1,7
10.0,1,205,206,11,11,0,7,11,11,0,8
