node_id,x,y,z,t,beta,seed,crit_value,degree
0,0,4,0,9,15.0,2,2.7510807617371165,1
1,0,11,11,6,15.0,2,2.425317695350913,2
2,0,11,11,7,15.0,2,2.7906961923181908,2
3,1,4,0,9,15.0,2,2.4507891078920867,2
4,1,5,0,9,15.0,2,2.475059798477564,2
5,1,5,0,10,15.0,2,2.428422026208626,2
6,1,5,0,11,15.0,2,2.4613610386591787,1
7,2,0,10,2,15.0,2,2.604133692905585,0
8,2,5,1,8,15.0,2,2.3882527599153716,1
9,2,5,1,9,15.0,2,2.4992621046184995,1
10,2,9,4,0,15.0,2,2.67491105441091,3
11,2,9,5,0,15.0,2,3.370275764141388,3
12,2,10,4,0,15.0,2,3.0863880680650513,3
13,2,10,5,0,15.0,2,4.407087063993377,5
14,2,10,6,0,15.0,2,3.087176812897528,2
15,2,11,5,0,15.0,2,3.0414056444879654,2
16,3,2,0,0,15.0,2,3.28117939189464,1
17,3,7,8,2,15.0,2,2.503312751087864,2
18,3,8,8,2,15.0,2,2.9764980884203256,4
19,3,8,8,3,15.0,2,2.4312466291168873,3
20,3,8,9,2,15.0,2,2.7380932714335833,3
21,3,8,9,3,15.0,2,2.7077713301116244,4
22,3,8,10,3,15.0,2,2.799757816469857,1
23,3,9,4,0,15.0,2,3.241031170321159,3
24,3,9,5,0,15.0,2,4.535003416150306,6
25,3,9,5,1,15.0,2,2.35509919853671,2
26,3,9,6,0,15.0,2,3.074634729517843,2
27,3,10,4,0,15.0,2,4.173544380368382,5
28,3,10,5,0,15.0,2,6.024716555470078,7
29,3,10,5,1,15.0,2,2.940348731188249,2
30,3,10,6,0,15.0,2,4.108808398236997,5
31,3,11,4,0,15.0,2,3.0071875543154185,2
32,3,11,5,0,15.0,2,4.1828522280395495,5
33,3,11,6,0,15.0,2,2.9350682997832975,2
34,4,2,0,0,15.0,2,2.677272503132946,1
35,4,5,8,2,15.0,2,2.4449885433188308,2
36,4,6,7,2,15.0,2,3.0140420652836557,3
37,4,6,8,1,15.0,2,2.6852468628629755,3
38,4,6,8,2,15.0,2,3.7653525717716674,6
39,4,6,8,3,15.0,2,2.466031097984438,3
40,4,7,7,2,15.0,2,3.141145422260826,4
41,4,7,8,1,15.0,2,2.6998111973145265,4
42,4,7,8,2,15.0,2,4.001529688695411,8
43,4,7,8,3,15.0,2,2.7640249444140603,4
44,4,7,9,2,15.0,2,2.7013701145712394,3
45,4,8,7,2,15.0,2,2.9106877883289486,2
46,4,8,8,1,15.0,2,2.4603134525733967,2
47,4,8,8,2,15.0,2,3.7111506621088504,7
48,4,8,8,3,15.0,2,2.723576763206426,4
49,4,8,9,2,15.0,2,2.722911330498037,4
50,4,8,9,3,15.0,2,2.4271413009891254,3
51,4,9,5,0,15.0,2,2.6849111629365194,2
52,4,10,4,0,15.0,2,2.608295252345899,2
53,4,10,5,0,15.0,2,3.624920679931347,5
54,4,10,6,0,15.0,2,2.5974434821709718,2
55,4,11,4,11,15.0,2,2.4013359827935554,1
56,4,11,5,0,15.0,2,2.700690283639557,2
57,5,0,6,0,15.0,2,2.5323006400489714,1
58,5,0,7,0,15.0,2,3.7231359728615754,3
59,5,0,8,0,15.0,2,2.5481736303807887,1
60,5,2,0,3,15.0,2,3.232626222106959,3
61,5,2,0,4,15.0,2,4.475088917830722,4
62,5,2,0,5,15.0,2,2.7405170114287385,3
63,5,3,0,1,15.0,2,2.3839428721460534,1
64,5,3,0,3,15.0,2,3.845098942906143,4
65,5,3,0,4,15.0,2,5.136832782889074,6
66,5,3,0,5,15.0,2,3.0850080782101448,3
67,5,3,1,0,15.0,2,2.5417918064695306,1
68,5,3,1,1,15.0,2,2.6052723262590813,2
