beta,seed,u_id,v_id,u_x,u_y,u_z,u_t,v_x,v_y,v_z,v_t
14.0,1,0,13,0,0,1,8,0,1,1,8
14.0,1,3,19,0,0,7,2,0,1,7,2
14.0,1,3,4,0,0,7,2,0,0,7,3
14.0,1,4,20,0,0,7,3,0,1,7,3
14.0,1,4,7,0,0,7,3,0,0,8,3
14.0,1,4,5,0,0,7,3,0,0,7,4
14.0,1,5,21,0,0,7,4,0,1,7,4
14.0,1,6,56,0,0,7,6,1,0,7,6
14.0,1,6,23,0,0,7,6,0,1,7,6
14.0,1,6,8,0,0,7,6,0,0,8,6
14.0,1,7,24,0,0,8,3,0,1,8,3
14.0,1,8,57,0,0,8,6,1,0,8,6
14.0,1,8,25,0,0,8,6,0,1,8,6
14.0,1,9,26,0,1,0,7,0,2,0,7
14.0,1,9,12,0,1,0,7,0,1,1,7
14.0,1,9,10,0,1,0,7,0,1,0,8
14.0,1,10,58,0,1,0,8,1,1,0,8
14.0,1,10,27,0,1,0,8,0,2,0,8
14.0,1,10,13,0,1,0,8,0,1,1,8
14.0,1,10,11,0,1,0,8,0,1,0,9
14.0,1,11,28,0,1,0,9,0,2,0,9
14.0,1,11,14,0,1,0,9,0,1,1,9
14.0,1,12,29,0,1,1,7,0,2,1,7
14.0,1,12,15,0,1,1,7,0,1,2,7
14.0,1,12,13,0,1,1,7,0,1,1,8
14.0,1,13,59,0,1,1,8,1,1,1,8
14.0,1,13,30,0,1,1,8,0,2,1,8
14.0,1,13,16,0,1,1,8,0,1,2,8
14.0,1,13,14,0,1,1,8,0,1,1,9
14.0,1,14,31,0,1,1,9,0,2,1,9
14.0,1,14,17,0,1,1,9,0,1,2,9
14.0,1,15,32,0,1,2,7,0,2,2,7
14.0,1,15,16,0,1,2,7,0,1,2,8
14.0,1,16,60,0,1,2,8,1,1,2,8
14.0,1,16,33,0,1,2,8,0,2,2,8
14.0,1,16,17,0,1,2,8,0,1,2,9
14.0,1,17,34,0,1,2,9,0,2,2,9
14.0,1,18,20,0,1,6,3,0,1,7,3
14.0,1,19,20,0,1,7,2,0,1,7,3
14.0,1,20,35,0,1,7,3,0,2,7,3
14.0,1,20,24,0,1,7,3,0,1,8,3
14.0,1,20,21,0,1,7,3,0,1,7,4
14.0,1,21,22,0,1,7,4,0,1,7,5
14.0,1,22,23,0,1,7,5,0,1,7,6
14.0,1,23,62,0,1,7,6,1,1,7,6
14.0,1,23,25,0,1,7,6,0,1,8,6
14.0,1,25,63,0,1,8,6,1,1,8,6
14.0,1,26,64,0,2,0,7,1,2,0,7
14.0,1,26,38,0,2,0,7,0,3,0,7
14.0,1,26,29,0,2,0,7,0,2,1,7
14.0,1,26,27,0,2,0,7,0,2,0,8
14.0,1,27,65,0,2,0,8,1,2,0,8
14.0,1,27,39,0,2,0,8,0,3,0,8
14.0,1,27,30,0,2,0,8,0,2,1,8
14.0,1,27,28,0,2,0,8,0,2,0,9
14.0,1,28,40,0,2,0,9,0,3,0,9
14.0,1,28,31,0,2,0,9,0,2,1,9
14.0,1,29,66,0,2,1,7,1,2,1,7
14.0,1,29,41,0,2,1,7,0,3,1,7
14.0,1,29,32,0,2,1,7,0,2,2,7
14.0,1,29,30,0,2,1,7,0,2,1,8
14.0,1,30,67,0,2,1,8,1,2,1,8
14.0,1,30,42,0,2,1,8,0,3,1,8
14.0,1,30,33,0,2,1,8,0,2,2,8
14.0,1,30,31,0,2,1,8,0,2,1,9
14.0,1,31,68,0,2,1,9,1,2,1,9
14.0,1,31,43,0,2,1,9,0,3,1,9
14.0,1,31,34,0,2,1,9,0,2,2,9
14.0,1,32,44,0,2,2,7,0,3,2,7
14.0,1,32,33,0,2,2,7,0,2,2,8
14.0,1,33,69,0,2,2,8,1,2,2,8
14.0,1,33,45,0,2,2,8,0,3,2,8
14.0,1,33,34,0,2,2,8,0,2,2,9
14.0,1,34,46,0,2,2,9,0,3,2,9
14.0,1,36,70,0,2,11,8,1,2,11,8
14.0,1,36,47,0,2,11,8,0,3,11,8
14.0,1,36,27,0,2,11,8,0,2,0,8
14.0,1,36,37,0,2,11,8,0,2,11,9
14.0,1,37,71,0,2,11,9,1,2,11,9
14.0,1,37,48,0,2,11,9,0,3,11,9
14.0,1,37,28,0,2,11,9,0,2,0,9
14.0,1,38,41,0,3,0,7,0,3,1,7
14.0,1,38,39,0,3,0,7,0,3,0,8
14.0,1,39,42,0,3,0,8,0,3,1,8
14.0,1,39,40,0,3,0,8,0,3,0,9
14.0,1,40,43,0,3,0,9,0,3,1,9
14.0,1,41,44,0,3,1,7,0,3,2,7
14.0,1,41,42,0,3,1,7,0,3,1,8
14.0,1,42,72,0,3,1,8,1,3,1,8
14.0,1,42,45,0,3,1,8,0,3,2,8
14.0,1,42,43,0,3,1,8,0,3,1,9
14.0,1,43,46,0,3,1,9,0,3,2,9
14.0,1,44,45,0,3,2,7,0,3,2,8
14.0,1,45,46,0,3,2,8,0,3,2,9
14.0,1,47,75,0,3,11,8,1,3,11,8
14.0,1,47,39,0,3,11,8,0,3,0,8
14.0,1,47,48,0,3,11,8,0,3,11,9
14.0,1,48,76,0,3,11,9,1,3,11,9
14.0,1,48,40,0,3,11,9,0,3,0,9
14.0,1,49,89,0,8,5,8,1,8,5,8
14.0,1,49,50,0,8,5,8,0,8,5,9
14.0,1,50,90,0,8,5,9,1,8,5,9
14.0,1,51,94,0,9,0,0,1,9,0,0
14.0,1,51,52,0,9,0,0,0,9,1,0
14.0,1,52,53,0,9,1,0,0,9,2,0
14.0,1,54,55,0,9,2,5,0,9,2,6
14.0,1,56,62,1,0,7,6,1,1,7,6
14.0,1,56,57,1,0,7,6,1,0,8,6
14.0,1,57,63,1,0,8,6,1,1,8,6
14.0,1,58,65,1,1,0,8,1,2,0,8
14.0,1,58,59,1,1,0,8,1,1,1,8
