node_id,x,y,z,t,beta,seed,crit_value,degree
0,0,1,3,0,12.0,1,1.9121589384388373,0
1,0,6,8,3,12.0,1,1.9568355349257796,0
2,0,8,0,8,12.0,1,2.516116630693125,2
3,0,8,0,9,12.0,1,2.1759228446565153,3
4,0,8,1,9,12.0,1,1.9799422412865837,1
5,0,9,0,7,12.0,1,2.083654017561921,1
6,0,9,0,8,12.0,1,3.0014471168818946,3
7,0,9,0,9,12.0,1,2.227615214890533,2
8,0,9,3,11,12.0,1,2.0775941067301336,3
9,0,9,4,11,12.0,1,2.484255575879912,3
10,0,10,0,4,12.0,1,2.132728939668998,0
11,0,10,3,11,12.0,1,2.393790652502591,3
12,0,10,4,10,12.0,1,1.8882929005012352,2
13,0,10,4,11,12.0,1,3.106355220901702,6
14,0,10,5,11,12.0,1,1.891119246974022,2
15,0,11,4,11,12.0,1,2.310980023083354,2
16,1,1,7,6,12.0,1,2.1451132298015523,2
17,1,2,6,6,12.0,1,2.1818226481097076,3
18,1,2,7,5,12.0,1,2.159468954956849,2
19,1,2,7,6,12.0,1,2.808061658211778,7
20,1,2,7,7,12.0,1,2.313492759147069,3
21,1,2,8,6,12.0,1,2.056894786234366,2
22,1,3,6,6,12.0,1,1.8848132281024035,3
23,1,3,7,6,12.0,1,2.32342314309238,4
24,1,3,7,7,12.0,1,2.2632228697676906,3
25,1,7,5,0,12.0,1,1.9928047492063738,1
26,1,9,3,11,12.0,1,2.1450834881462937,3
27,1,9,4,10,12.0,1,1.8587309370411944,2
28,1,9,4,11,12.0,1,2.7927808202188937,4
29,1,9,5,8,12.0,1,1.8634343320588795,0
30,1,10,3,11,12.0,1,2.7997877750908557,5
31,1,10,4,10,12.0,1,2.3517920233235547,4
32,1,10,4,11,12.0,1,3.674056951971818,7
33,1,10,5,11,12.0,1,2.256272682861063,2
34,1,11,3,11,12.0,1,2.2337770455524364,2
35,1,11,4,10,12.0,1,1.8641645218191256,2
36,1,11,4,11,12.0,1,2.830480730585941,5
37,2,0,4,5,12.0,1,1.8668618360468985,0
38,2,1,6,6,12.0,1,2.0832797536342,2
39,2,1,7,5,12.0,1,2.0644627939070515,2
40,2,1,7,6,12.0,1,2.6623296305864423,6
41,2,1,7,7,12.0,1,2.1125229440192124,2
42,2,1,8,6,12.0,1,2.15943336700194,2
43,2,2,6,5,12.0,1,2.014068181926295,2
44,2,2,6,6,12.0,1,2.703609412372732,6
45,2,2,6,7,12.0,1,2.338170212245185,3
46,2,2,7,5,12.0,1,2.4920616352094096,6
47,2,2,7,6,12.0,1,3.5853310864034262,8
48,2,2,7,7,12.0,1,3.1196409073669673,8
49,2,2,7,8,12.0,1,1.9797013802809722,2
50,2,2,8,5,12.0,1,1.9790484147480842,2
51,2,2,8,6,12.0,1,2.694961598593899,6
52,2,2,8,7,12.0,1,2.201944058034512,3
53,2,3,6,6,12.0,1,2.2581601983207014,4
54,2,3,6,7,12.0,1,2.2600722850959976,3
55,2,3,7,6,12.0,1,2.9382297144788776,5
