node_id,x,y,z,t,beta,seed,crit_value,degree
61,1,5,2,8,13.0,1,2.7076887160482985,3
62,1,5,2,9,13.0,1,2.3866626330734575,3
63,1,5,3,8,13.0,1,2.4108332864569046,3
64,1,5,3,9,13.0,1,2.4748571396795502,3
65,1,5,9,8,13.0,1,2.4205173736813195,2
66,1,7,11,0,13.0,1,2.218882525648083,0
67,1,9,4,10,13.0,1,2.3403976702095526,2
68,1,9,6,4,13.0,1,2.479350808273465,1
69,1,10,3,10,13.0,1,2.2532213455334227,2
70,1,10,4,9,13.0,1,2.724311689584971,3
71,1,10,4,10,13.0,1,3.2328090848254725,8
72,1,10,4,11,13.0,1,2.2703773051525493,2
73,1,10,5,4,13.0,1,2.6165987417425196,3
74,1,10,5,10,13.0,1,2.225264526706644,2
75,1,10,6,3,13.0,1,2.5567693341076327,2
76,1,10,6,4,13.0,1,3.517361204426414,8
77,1,10,6,5,13.0,1,2.2530907081906637,1
78,1,10,7,4,13.0,1,2.198946261414625,1
79,1,11,4,10,13.0,1,2.333560312290854,2
80,1,11,5,4,13.0,1,2.249311993524311,3
81,1,11,6,4,13.0,1,2.7476617035550026,3
82,2,2,10,4,13.0,1,2.174229402661627,2
83,2,2,11,3,13.0,1,2.3183201080104117,2
84,2,2,11,4,13.0,1,3.155631537395864,5
85,2,2,11,5,13.0,1,2.2247317766284036,2
86,2,3,11,4,13.0,1,2.2972048958732545,2
87,2,4,9,8,13.0,1,2.4301801052362406,1
88,2,9,4,10,13.0,1,2.8519989242333144,3
89,2,9,4,11,13.0,1,2.3049116916721415,2
90,2,10,3,10,13.0,1,2.6374205172391516,2
91,2,10,4,9,13.0,1,2.712701316274778,2
92,2,10,4,10,13.0,1,3.8928173566646804,8
93,2,10,4,11,13.0,1,3.1335086223406248,6
94,2,10,5,10,13.0,1,2.746281499963184,4
95,2,10,5,11,13.0,1,2.6264285472923796,3
96,2,10,6,4,13.0,1,2.182337081097493,1
97,2,11,4,10,13.0,1,2.728400428403281,3
98,2,11,4,11,13.0,1,2.1813653447772823,2
99,3,10,0,9,13.0,1,2.2402457458767513,1
100,3,10,4,10,13.0,1,2.6201842169108014,3
101,3,10,4,11,13.0,1,2.4866379194877966,3
102,3,10,5,10,13.0,1,2.168627362432313,3
103,3,10,5,11,13.0,1,2.5722371219883775,3
104,3,11,9,2,13.0,1,2.2489138592266906,0
105,4,9,0,9,13.0,1,2.3217790422211064,1
106,4,9,3,3,13.0,1,2.3124486539106206,1
107,4,10,0,8,13.0,1,2.280634796133054,1
108,4,10,0,9,13.0,1,3.0741432121207084,4
109,4,11,0,9,13.0,1,2.191611405050535,1
110,5,8,3,3,13.0,1,2.3302911333200504,1
111,5,9,3,3,13.0,1,2.1814414718123345,2
112,6,7,3,3,13.0,1,2.2523488998003653,1
113,6,7,3,4,13.0,1,2.674009763167979,1
114,7,0,3,7,13.0,1,2.3842402433445344,2
115,7,0,4,6,13.0,1,2.909780939115894,3
116,7,0,4,7,13.0,1,3.514447577228015,4
117,7,0,5,6,13.0,1,2.294547822784815,3
118,7,0,5,7,13.0,1,2.354664114396946,3
119,7,9,8,10,13.0,1,2.155468495875517,2
120,7,10,8,9,13.0,1,2.260399285703857,2
121,7,10,8,10,13.0,1,3.0089432522215884,5
122,7,10,8,11,13.0,1,2.164527387068569,2
123,7,11,8,10,13.0,1,2.2109189080328027,2
124,7,11,10,6,13.0,1,2.2998313221568596,0
125,8,0,3,6,13.0,1,2.4739894740400286,2
126,8,0,3,7,13.0,1,3.2215461348369168,3
127,8,0,4,6,13.0,1,3.4980383456583466,4
128,8,0,4,7,13.0,1,4.581657378644311,7
129,8,0,4,8,13.0,1,2.688022282922797,1
130,8,0,5,6,13.0,1,2.3817240740877,3
131,8,0,5,7,13.0,1,2.839390596073386,3
132,8,1,4,7,13.0,1,2.3921022502366585,1
133,8,4,11,8,13.0,1,2.150134296687196,2
134,8,5,10,8,13.0,1,2.3701352351359835,2
135,8,5,11,7,13.0,1,2.232744400182211,2
136,8,5,11,8,13.0,1,3.2042776605679864,6
137,8,5,11,9,13.0,1,2.2129203591334687,2
138,8,6,11,8,13.0,1,2.228438963982543,2
139,8,9,7,10,13.0,1,2.251802234700355,2
140,8,9,8,9,13.0,1,2.300855782479495,2
141,8,9,8,10,13.0,1,3.084011444733597,5
142,8,9,8,11,13.0,1,2.3092512323561682,2
143,8,10,7,10,13.0,1,2.9934489399981516,4
144,8,10,7,11,13.0,1,2.3446175469857566,2
145,8,10,8,9,13.0,1,3.1682407523526184,5
146,8,10,8,10,13.0,1,4.3169217719921456,8
147,8,10,8,11,13.0,1,3.1262596253210084,6
148,8,10,9,9,13.0,1,2.192983623942507,2
149,8,10,9,10,13.0,1,2.8061723309492463,2
150,8,11,7,10,13.0,1,2.216554911719686,2
151,8,11,8,9,13.0,1,2.365115909886511,2
152,8,11,8,10,13.0,1,3.114870200994233,5
153,8,11,8,11,13.0,1,2.243500373976639,2
154,9,0,4,7,13.0,1,2.7454681819159035,1
155,9,4,11,8,13.0,1,2.5844378692593395,2
156,9,5,0,1,13.0,1,2.1734732442409195,3
157,9,5,0,2,13.0,1,2.433215104383841,3
158,9,5,10,8,13.0,1,2.504761161425008,2
159,9,5,11,7,13.0,1,2.6799098593334936,3
160,9,5,11,8,13.0,1,3.8220809360549253,6
161,9,5,11,9,13.0,1,2.561862155967484,2
162,9,6,0,1,13.0,1,2.1587050948210806,4
163,9,6,0,2,13.0,1,2.376928273007467,5
164,9,6,1,2,13.0,1,2.557100340880129,4
165,9,6,2,2,13.0,1,2.1499571153523163,3
166,9,6,11,7,13.0,1,2.176993481650775,2
167,9,6,11,8,13.0,1,2.6233162186998826,3
168,9,7,0,1,13.0,1,2.2242803386962993,4
169,9,7,0,2,13.0,1,2.313496955415116,4
170,9,7,1,1,13.0,1,2.6488194228810578,4
171,9,7,1,2,13.0,1,3.167840254104193,6
172,9,7,2,1,13.0,1,2.331225765191949,3
173,9,7,2,2,13.0,1,3.0116456444537785,5
174,9,7,2,3,13.0,1,2.225608228719084,2
175,9,8,1,2,13.0,1,2.193528292273159,2
176,9,10,8,10,13.0,1,2.7856472788579087,2
177,9,10,8,11,13.0,1,2.1794821022175994,2
178,9,10,11,11,13.0,1,2.342824370787563,1
179,10,3,5,1,13.0,1,2.470237807817335,0
180,10,4,0,2,13.0,1,2.190924283174553,1
181,10,5,0,1,13.0,1,2.2757313139189823,3
182,10,5,0,2,13.0,1,2.9100176542857117,4
183,10,6,0,1,13.0,1,2.264663811483627,5
184,10,6,0,2,13.0,1,2.7799734592875485,5
185,10,6,1,1,13.0,1,2.422392892439949,3
186,10,6,1,2,13.0,1,3.0820289407188945,6
187,10,6,2,2,13.0,1,2.620831603306617,3
188,10,7,0,1,13.0,1,2.2191900855415847,4
189,10,7,0,2,13.0,1,2.5369570171322144,4
190,10,7,1,1,13.0,1,2.9046206046256406,6
191,10,7,1,2,13.0,1,3.6405137476091762,8
192,10,7,1,3,13.0,1,2.2614276767211754,2
193,10,7,2,1,13.0,1,2.73395693452655,3
194,10,7,2,2,13.0,1,3.538607226450564,7
195,10,7,2,3,13.0,1,2.344935042675525,3
196,10,8,1,2,13.0,1,2.3762732127073316,3
197,10,8,2,2,13.0,1,2.341116076071883,2
198,10,10,11,11,13.0,1,2.879163188741183,3
199,10,11,11,11,13.0,1,2.348637329610776,2
200,11,1,3,0,13.0,1,2.586048638862453,0
201,11,2,10,7,13.0,1,2.218009310780202,0
202,11,6,1,2,13.0,1,2.264578423095893,2
203,11,7,1,1,13.0,1,2.2567383980846643,2
204,11,7,1,2,13.0,1,2.6069968792114273,4
205,11,7,2,2,13.0,1,2.5094752849584547,2
206,11,10,11,11,13.0,1,2.24780392742286,2
207,11,11,11,11,13.0,1,2.1915012710813904,2
