beta,seed,u_id,v_id,u_x,u_y,u_z,u_t,v_x,v_y,v_z,v_t
9.0,2,119,134,7,9,11,1,8,9,11,1
9.0,2,119,120,7,9,11,1,7,9,11,2
9.0,2,120,135,7,9,11,2,8,9,11,2
9.0,2,122,139,7,11,4,8,8,11,4,8
9.0,2,124,125,8,4,3,8,8,4,4,8
9.0,2,126,144,8,5,2,8,9,5,2,8
9.0,2,127,145,8,7,11,11,9,7,11,11
9.0,2,127,133,8,7,11,11,8,8,11,11
9.0,2,128,130,8,8,10,2,8,8,11,2
9.0,2,129,134,8,8,11,1,8,9,11,1
9.0,2,129,130,8,8,11,1,8,8,11,2
9.0,2,130,135,8,8,11,2,8,9,11,2
9.0,2,132,147,8,8,11,10,9,8,11,10
9.0,2,132,133,8,8,11,10,8,8,11,11
9.0,2,133,148,8,8,11,11,9,8,11,11
9.0,2,134,135,8,9,11,1,8,9,11,2
9.0,2,136,139,8,10,4,8,8,11,4,8
9.0,2,137,139,8,11,3,8,8,11,4,8
9.0,2,138,139,8,11,4,7,8,11,4,8
9.0,2,139,151,8,11,4,8,9,11,4,8
9.0,2,139,141,8,11,4,8,8,11,5,8
9.0,2,139,140,8,11,4,8,8,11,4,9
9.0,2,142,160,9,4,0,11,10,4,0,11
9.0,2,142,143,9,4,0,11,9,4,1,11
9.0,2,143,162,9,4,1,11,10,4,1,11
9.0,2,145,148,9,7,11,11,9,8,11,11
9.0,2,146,148,9,8,10,11,9,8,11,11
9.0,2,147,167,9,8,11,10,10,8,11,10
9.0,2,147,148,9,8,11,10,9,8,11,11
9.0,2,148,168,9,8,11,11,10,8,11,11
9.0,2,148,150,9,8,11,11,9,9,11,11
9.0,2,152,176,10,0,10,6,11,0,10,6
9.0,2,152,154,10,0,10,6,10,0,11,6
9.0,2,153,178,10,0,11,5,11,0,11,5
9.0,2,153,154,10,0,11,5,10,0,11,6
9.0,2,154,179,10,0,11,6,11,0,11,6
9.0,2,154,156,10,0,11,6,10,1,11,6
9.0,2,154,155,10,0,11,6,10,0,11,7
9.0,2,155,180,10,0,11,7,11,0,11,7
9.0,2,156,182,10,1,11,6,11,1,11,6
9.0,2,157,160,10,3,0,11,10,4,0,11
9.0,2,157,158,10,3,0,11,10,3,1,11
9.0,2,158,184,10,3,1,11,11,3,1,11
9.0,2,158,162,10,3,1,11,10,4,1,11
9.0,2,158,159,10,3,1,11,10,3,2,11
9.0,2,159,163,10,3,2,11,10,4,2,11
9.0,2,160,187,10,4,0,11,11,4,0,11
9.0,2,160,162,10,4,0,11,10,4,1,11
9.0,2,161,162,10,4,1,10,10,4,1,11
9.0,2,162,188,10,4,1,11,11,4,1,11
9.0,2,162,164,10,4,1,11,10,5,1,11
9.0,2,162,163,10,4,1,11,10,4,2,11
9.0,2,165,200,10,8,11,8,11,8,11,8
9.0,2,165,169,10,8,11,8,10,9,11,8
9.0,2,165,166,10,8,11,8,10,8,11,9
9.0,2,166,201,10,8,11,9,11,8,11,9
9.0,2,166,167,10,8,11,9,10,8,11,10
9.0,2,167,168,10,8,11,10,10,8,11,11
9.0,2,169,206,10,9,11,8,11,9,11,8
9.0,2,170,172,10,11,9,3,10,11,10,3
9.0,2,171,172,10,11,10,2,10,11,10,3
9.0,2,172,173,10,11,10,3,10,11,11,3
9.0,2,175,178,11,0,10,5,11,0,11,5
9.0,2,175,176,11,0,10,5,11,0,10,6
9.0,2,176,179,11,0,10,6,11,0,11,6
9.0,2,176,177,11,0,10,6,11,0,10,7
9.0,2,177,180,11,0,10,7,11,0,11,7
9.0,2,178,181,11,0,11,5,11,1,11,5
9.0,2,178,179,11,0,11,5,11,0,11,6
9.0,2,179,182,11,0,11,6,11,1,11,6
9.0,2,179,180,11,0,11,6,11,0,11,7
9.0,2,180,183,11,0,11,7,11,1,11,7
9.0,2,181,182,11,1,11,5,11,1,11,6
9.0,2,182,183,11,1,11,6,11,1,11,7
9.0,2,184,188,11,3,1,11,11,4,1,11
9.0,2,185,190,11,4,0,2,11,5,0,2
9.0,2,185,186,11,4,0,2,11,4,0,3
9.0,2,186,191,11,4,0,3,11,5,0,3
9.0,2,187,188,11,4,0,11,11,4,1,11
9.0,2,189,190,11,5,0,1,11,5,0,2
9.0,2,190,194,11,5,0,2,11,6,0,2
9.0,2,190,191,11,5,0,2,11,5,0,3
9.0,2,192,190,11,5,11,2,11,5,0,2
9.0,2,192,193,11,5,11,2,11,5,11,3
9.0,2,193,191,11,5,11,3,11,5,0,3
9.0,2,195,199,11,7,11,7,11,8,11,7
9.0,2,195,196,11,7,11,7,11,7,11,8
9.0,2,196,200,11,7,11,8,11,8,11,8
9.0,2,197,199,11,8,10,7,11,8,11,7
9.0,2,197,198,11,8,10,7,11,8,10,8
9.0,2,198,204,11,8,10,8,11,9,10,8
9.0,2,198,200,11,8,10,8,11,8,11,8
9.0,2,199,205,11,8,11,7,11,9,11,7
9.0,2,199,200,11,8,11,7,11,8,11,8
9.0,2,200,206,11,8,11,8,11,9,11,8
9.0,2,200,201,11,8,11,8,11,8,11,9
9.0,2,201,207,11,8,11,9,11,9,11,9
9.0,2,202,203,11,9,0,11,11,9,1,11
9.0,2,204,206,11,9,10,8,11,9,11,8
9.0,2,205,206,11,9,11,7,11,9,11,8
9.0,2,206,207,11,9,11,8,11,9,11,9
