node_id,x,y,z,t,beta,seed,crit_value,degree
38,2,5,5,11,9.0,2,2.092295733995654,3
39,2,5,6,11,9.0,2,1.754715716564867,2
40,2,6,4,10,9.0,2,1.7494801945680303,2
41,2,6,4,11,9.0,2,2.290692386309694,5
42,2,6,5,10,9.0,2,1.716122271312917,2
43,2,6,5,11,9.0,2,2.675140944572672,7
44,2,6,6,11,9.0,2,1.9256825649368035,2
45,2,7,0,4,9.0,2,1.6879994608107598,2
46,2,7,0,5,9.0,2,1.754049763905844,2
47,2,7,5,11,9.0,2,1.759289102297179,1
48,2,9,11,10,9.0,2,1.6919758243837169,0
49,2,10,0,7,9.0,2,1.7493512430958507,2
50,2,10,0,8,9.0,2,1.809345689472375,1
51,3,1,0,3,9.0,2,1.6518772375779716,2
52,3,1,0,7,9.0,2,1.603740051203073,0
53,3,2,0,3,9.0,2,1.6121245014811778,2
54,3,6,4,11,9.0,2,1.8709049405362717,2
55,3,6,5,11,9.0,2,2.0140192059225055,2
56,4,2,6,6,9.0,2,1.9054247787286462,1
57,4,4,2,6,9.0,2,1.6907310594886764,0
58,4,10,0,11,9.0,2,1.6366557698998445,1
59,4,10,1,11,9.0,2,1.6156369123087186,1
60,5,2,6,6,9.0,2,1.6494415678646543,1
61,5,8,9,11,9.0,2,1.6517663309502557,1
62,5,8,11,0,9.0,2,2.067864363658717,3
63,5,8,11,1,9.0,2,2.355919669051474,4
64,5,8,11,2,9.0,2,1.7401432922217908,3
65,5,9,11,0,9.0,2,2.170664432618945,3
66,5,9,11,1,9.0,2,2.6587298904111067,5
67,5,9,11,2,9.0,2,2.097034021592126,4
68,5,10,11,1,9.0,2,1.6357796113734986,3
69,5,10,11,2,9.0,2,1.659302445725395,3
70,6,2,4,0,9.0,2,1.613685511381799,2
71,6,2,4,1,9.0,2,1.7128598001161095,2
72,6,6,1,5,9.0,2,1.749833539143577,1
73,6,6,2,5,9.0,2,1.8755739944864567,1
74,6,6,9,11,9.0,2,1.6963431506991928,2
75,6,7,0,1,9.0,2,1.729397840350466,3
76,6,7,0,2,9.0,2,1.8546239982063681,2
77,6,7,8,11,9.0,2,1.9242682443466843,1
78,6,7,9,10,9.0,2,1.6580990087242513,1
79,6,7,9,11,9.0,2,2.1225083818952935,5
80,6,7,11,1,9.0,2,1.7011898901182838,2
81,6,8,0,1,9.0,2,2.0920972314832142,4
82,6,8,0,2,9.0,2,2.295430247167845,4
83,6,8,9,11,9.0,2,1.9897147263007104,2
84,6,8,10,1,9.0,2,1.8713735718901188,3
85,6,8,11,0,9.0,2,2.7296406657267798,4
86,6,8,11,1,9.0,2,3.163663837665921,8
87,6,8,11,2,9.0,2,2.354582572762753,5
88,6,8,11,6,9.0,2,1.6343069899950606,1
89,6,9,10,0,9.0,2,1.6007540565060245,2
90,6,9,10,1,9.0,2,2.0034447750470874,5
91,6,9,10,2,9.0,2,1.6654458032687756,3
92,6,9,11,0,9.0,2,2.959835374022764,5
93,6,9,11,1,9.0,2,3.63399467728422,7
94,6,9,11,2,9.0,2,2.756440993834238,6
95,6,10,11,1,9.0,2,2.099319288385972,3
96,6,10,11,2,9.0,2,1.8951892804149721,3
97,7,1,4,0,9.0,2,1.6457273558885595,2
98,7,1,4,1,9.0,2,1.6351061662653634,2
99,7,2,4,0,9.0,2,2.13278491125712,4
100,7,2,4,1,9.0,2,2.1419937363079202,3
101,7,6,8,11,9.0,2,1.6687748304686147,1
102,7,6,9,11,9.0,2,1.9046768439378,3
103,7,7,9,11,9.0,2,1.7721290166317203,2
104,7,7,11,5,9.0,2,1.7465690671940848,2
105,7,7,11,6,9.0,2,2.000592655088623,2
106,7,8,0,1,9.0,2,1.750874029014879,3
107,7,8,0,2,9.0,2,1.790344477569706,3
108,7,8,10,1,9.0,2,1.8227478431437136,4
109,7,8,10,2,9.0,2,1.8770380137927036,4
110,7,8,10,6,9.0,2,1.634000354798401,1
111,7,8,11,0,9.0,2,2.061657312928103,3
112,7,8,11,1,9.0,2,2.5917842633801076,7
113,7,8,11,2,9.0,2,2.284039273742951,6
114,7,8,11,5,9.0,2,1.9722094618435657,2
115,7,8,11,6,9.0,2,2.369045772016067,6
116,7,9,10,1,9.0,2,1.7195637650970754,4
117,7,9,10,2,9.0,2,1.6501035345827757,4
118,7,9,11,0,9.0,2,2.145570595560966,3
119,7,9,11,1,9.0,2,2.7341157842871295,6
120,7,9,11,2,9.0,2,2.2606696974264318,5
121,7,9,11,6,9.0,2,1.6112249427662992,1
122,7,11,4,8,9.0,2,1.8922559583637697,1
123,8,2,4,0,9.0,2,1.647018342744138,1
124,8,4,3,8,9.0,2,1.8613357103061146,1
125,8,4,4,8,9.0,2,1.9232849308347766,1
126,8,5,2,8,9.0,2,1.6344270254381479,1
127,8,7,11,11,9.0,2,1.6058895683064978,2
128,8,8,10,2,9.0,2,1.8118243016636617,2
129,8,8,11,1,9.0,2,1.8278788377936062,3
130,8,8,11,2,9.0,2,1.912171952632878,4
131,8,8,11,6,9.0,2,1.7233989731117336,1
132,8,8,11,10,9.0,2,1.6141416298712365,2
133,8,8,11,11,9.0,2,2.3458111339699825,3
134,8,9,11,1,9.0,2,1.715707628818395,3
135,8,9,11,2,9.0,2,1.6275962981767869,3
136,8,10,4,8,9.0,2,1.8091331196312987,1
137,8,11,3,8,9.0,2,2.1705055616060367,1
138,8,11,4,7,9.0,2,1.9232292709485896,1
139,8,11,4,8,9.0,2,2.7804602808351038,7
140,8,11,4,9,9.0,2,1.8224943383394832,1
141,8,11,5,8,9.0,2,1.7070280037894032,1
142,9,4,0,11,9.0,2,1.6127600286519066,2
143,9,4,1,11,9.0,2,2.040025697698006,2
144,9,5,2,8,9.0,2,1.5951481901213667,1
145,9,7,11,11,9.0,2,2.1299792038756875,2
146,9,8,10,11,9.0,2,1.7206749563105934,1
147,9,8,11,10,9.0,2,2.192257415462559,3
148,9,8,11,11,9.0,2,3.2360512520335623,6
149,9,9,0,9,9.0,2,1.6032684989346908,0
150,9,9,11,11,9.0,2,1.9925600951088465,1
151,9,11,4,8,9.0,2,2.0064148974761324,1
152,10,0,10,6,9.0,2,1.8082662592666225,2
153,10,0,11,5,9.0,2,2.326365761904487,2
154,10,0,11,6,9.0,2,3.197633581806221,5
155,10,0,11,7,9.0,2,2.084116115893695,2
156,10,1,11,6,9.0,2,1.6330121468542445,2
157,10,3,0,11,9.0,2,1.6756527930572989,2
158,10,3,1,11,9.0,2,2.177908336788827,4
159,10,3,2,11,9.0,2,1.6859765809948601,2
160,10,4,0,11,9.0,2,2.370223611332325,4
161,10,4,1,10,9.0,2,1.7479410611526467,1
162,10,4,1,11,9.0,2,2.9426335982949126,7
163,10,4,2,11,9.0,2,1.9590651293039063,2
164,10,5,1,11,9.0,2,1.7786382792306916,1
165,10,8,11,8,9.0,2,2.1864964699126714,3
166,10,8,11,9,9.0,2,1.9422664208928517,3
167,10,8,11,10,9.0,2,1.6321466195483123,3
168,10,8,11,11,9.0,2,1.9622809542233797,2
169,10,9,11,8,9.0,2,1.6533610750662568,2
170,10,11,9,3,9.0,2,1.655900961715776,1
171,10,11,10,2,9.0,2,1.6095235110107242,1
172,10,11,10,3,9.0,2,2.0712663158764597,3
173,10,11,11,3,9.0,2,1.638374272835425,1
174,11,0,6,0,9.0,2,1.7205627172889553,0
175,11,0,10,5,9.0,2,2.0815430111524553,2
176,11,0,10,6,9.0,2,2.9861191767219117,4
177,11,0,10,7,9.0,2,2.0418806541828145,2
178,11,0,11,5,9.0,2,3.9269324076857255,4
179,11,0,11,6,9.0,2,5.4823556493380154,5
180,11,0,11,7,9.0,2,3.435774183553994,4
181,11,1,11,5,9.0,2,1.9554061553949837,2
182,11,1,11,6,9.0,2,2.6681504676000305,4
183,11,1,11,7,9.0,2,1.732705758175996,2
184,11,3,1,11,9.0,2,1.6803171950334996,2
185,11,4,0,2,9.0,2,2.0180524032526805,2
186,11,4,0,3,9.0,2,1.6737622890220418,2
187,11,4,0,11,9.0,2,1.7590034655347278,2
188,11,4,1,11,9.0,2,2.1947004712309712,3
189,11,5,0,1,9.0,2,2.044622419811508,1
190,11,5,0,2,9.0,2,2.74747621090856,5
191,11,5,0,3,9.0,2,1.8051429754810593,3
192,11,5,11,2,9.0,2,1.639038712346068,2
193,11,5,11,3,9.0,2,1.9130439801308619,2
194,11,6,0,2,9.0,2,1.6302109255653652,1
195,11,7,11,7,9.0,2,1.6939353457625808,2
196,11,7,11,8,9.0,2,2.2261333963773864,2
197,11,8,10,7,9.0,2,1.890790959907375,2
198,11,8,10,8,9.0,2,2.2742215884428787,3
199,11,8,11,7,9.0,2,2.366938115947518,4
200,11,8,11,8,9.0,2,3.243599388355921,6
201,11,8,11,9,9.0,2,2.21654241261874,3
202,11,9,0,11,9.0,2,1.5958321951030594,1
203,11,9,1,11,9.0,2,2.023615070346826,1
204,11,9,10,8,9.0,2,1.7468671501099078,2
205,11,9,11,7,9.0,2,1.8349098981641525,2
206,11,9,11,8,9.0,2,2.3236964685806165,5
207,11,9,11,9,9.0,2,1.5941504499081467,2
