beta,seed,u_id,v_id,u_x,u_y,u_z,u_t,v_x,v_y,v_z,v_t
11.0,2,24,27,0,8,4,3,0,8,5,3
11.0,2,25,36,0,8,5,1,0,9,5,1
11.0,2,25,28,0,8,5,1,0,8,6,1
11.0,2,25,26,0,8,5,1,0,8,5,2
11.0,2,26,59,0,8,5,2,1,8,5,2
11.0,2,26,37,0,8,5,2,0,9,5,2
11.0,2,26,29,0,8,5,2,0,8,6,2
11.0,2,26,27,0,8,5,2,0,8,5,3
11.0,2,27,38,0,8,5,3,0,9,5,3
11.0,2,27,30,0,8,5,3,0,8,6,3
11.0,2,28,39,0,8,6,1,0,9,6,1
11.0,2,28,29,0,8,6,1,0,8,6,2
11.0,2,29,40,0,8,6,2,0,9,6,2
11.0,2,29,30,0,8,6,2,0,8,6,3
11.0,2,30,41,0,8,6,3,0,9,6,3
11.0,2,31,35,0,9,4,0,0,9,5,0
11.0,2,31,32,0,9,4,0,0,9,4,1
11.0,2,32,42,0,9,4,1,0,10,4,1
11.0,2,32,36,0,9,4,1,0,9,5,1
11.0,2,32,33,0,9,4,1,0,9,4,2
11.0,2,33,60,0,9,4,2,1,9,4,2
11.0,2,33,43,0,9,4,2,0,10,4,2
11.0,2,33,37,0,9,4,2,0,9,5,2
11.0,2,33,34,0,9,4,2,0,9,4,3
11.0,2,34,38,0,9,4,3,0,9,5,3
11.0,2,35,36,0,9,5,0,0,9,5,1
11.0,2,36,61,0,9,5,1,1,9,5,1
11.0,2,36,44,0,9,5,1,0,10,5,1
11.0,2,36,39,0,9,5,1,0,9,6,1
11.0,2,36,37,0,9,5,1,0,9,5,2
11.0,2,37,62,0,9,5,2,1,9,5,2
11.0,2,37,45,0,9,5,2,0,10,5,2
11.0,2,37,40,0,9,5,2,0,9,6,2
11.0,2,37,38,0,9,5,2,0,9,5,3
11.0,2,38,46,0,9,5,3,0,10,5,3
11.0,2,38,41,0,9,5,3,0,9,6,3
11.0,2,39,40,0,9,6,1,0,9,6,2
11.0,2,40,47,0,9,6,2,0,10,6,2
11.0,2,40,41,0,9,6,2,0,9,6,3
11.0,2,42,44,0,10,4,1,0,10,5,1
11.0,2,42,43,0,10,4,1,0,10,4,2
11.0,2,43,45,0,10,4,2,0,10,5,2
11.0,2,44,45,0,10,5,1,0,10,5,2
11.0,2,45,47,0,10,5,2,0,10,6,2
11.0,2,45,46,0,10,5,2,0,10,5,3
11.0,2,48,50,0,11,8,1,0,11,9,1
11.0,2,49,52,0,11,9,0,0,11,10,0
11.0,2,49,50,0,11,9,0,0,11,9,1
11.0,2,50,53,0,11,9,1,0,11,10,1
11.0,2,50,51,0,11,9,1,0,11,9,2
11.0,2,52,54,0,11,10,0,0,11,11,0
11.0,2,52,53,0,11,10,0,0,11,10,1
11.0,2,54,63,0,11,11,0,1,11,11,0
11.0,2,59,62,1,8,5,2,1,9,5,2
11.0,2,60,62,1,9,4,2,1,9,5,2
11.0,2,61,62,1,9,5,1,1,9,5,2
11.0,2,64,71,2,3,9,3,3,3,9,3
11.0,2,64,67,2,3,9,3,2,4,9,3
11.0,2,65,72,2,4,8,3,3,4,8,3
11.0,2,65,67,2,4,8,3,2,4,9,3
11.0,2,66,73,2,4,9,2,3,4,9,2
11.0,2,66,67,2,4,9,2,2,4,9,3
11.0,2,67,74,2,4,9,3,3,4,9,3
11.0,2,67,68,2,4,9,3,2,4,10,3
11.0,2,68,76,2,4,10,3,3,4,10,3
11.0,2,70,73,3,3,9,2,3,4,9,2
11.0,2,70,71,3,3,9,2,3,3,9,3
11.0,2,71,74,3,3,9,3,3,4,9,3
11.0,2,72,93,3,4,8,3,4,4,8,3
11.0,2,72,74,3,4,8,3,3,4,9,3
11.0,2,73,94,3,4,9,2,4,4,9,2
11.0,2,73,74,3,4,9,2,3,4,9,3
11.0,2,74,95,3,4,9,3,4,4,9,3
11.0,2,74,79,3,4,9,3,3,5,9,3
11.0,2,74,76,3,4,9,3,3,4,10,3
11.0,2,74,75,3,4,9,3,3,4,9,4
11.0,2,77,78,3,5,3,7,3,5,3,8
11.0,2,80,101,3,7,0,2,4,7,0,2
11.0,2,80,82,3,7,0,2,3,7,1,2
11.0,2,80,81,3,7,0,2,3,7,0,3
11.0,2,81,83,3,7,0,3,3,7,1,3
11.0,2,82,102,3,7,1,2,4,7,1,2
11.0,2,82,83,3,7,1,2,3,7,1,3
11.0,2,84,105,3,7,9,11,4,7,9,11
11.0,2,86,87,4,0,2,4,4,0,2,5
11.0,2,88,91,4,3,2,9,4,4,2,9
11.0,2,89,119,4,3,9,6,5,3,9,6
11.0,2,89,90,4,3,9,6,4,3,9,7
11.0,2,90,120,4,3,9,7,5,3,9,7
11.0,2,91,92,4,4,2,9,4,4,3,9
11.0,2,93,95,4,4,8,3,4,4,9,3
11.0,2,94,95,4,4,9,2,4,4,9,3
11.0,2,95,121,4,4,9,3,5,4,9,3
11.0,2,96,103,4,6,8,11,4,7,8,11
11.0,2,96,98,4,6,8,11,4,6,9,11
11.0,2,97,104,4,6,9,10,4,7,9,10
11.0,2,97,98,4,6,9,10,4,6,9,11
11.0,2,98,123,4,6,9,11,5,6,9,11
11.0,2,98,105,4,6,9,11,4,7,9,11
11.0,2,98,99,4,6,9,11,4,6,10,11
11.0,2,99,124,4,6,10,11,5,6,10,11
11.0,2,99,106,4,6,10,11,4,7,10,11
11.0,2,100,107,4,7,0,1,4,8,0,1
11.0,2,100,101,4,7,0,1,4,7,0,2
11.0,2,101,108,4,7,0,2,4,8,0,2
11.0,2,101,102,4,7,0,2,4,7,1,2
11.0,2,103,105,4,7,8,11,4,7,9,11
11.0,2,104,125,4,7,9,10,5,7,9,10
11.0,2,104,105,4,7,9,10,4,7,9,11
11.0,2,105,126,4,7,9,11,5,7,9,11
11.0,2,105,110,4,7,9,11,4,8,9,11
11.0,2,105,106,4,7,9,11,4,7,10,11
11.0,2,106,128,4,7,10,11,5,7,10,11
11.0,2,106,111,4,7,10,11,4,8,10,11
11.0,2,107,129,4,8,0,1,5,8,0,1
11.0,2,107,109,4,8,0,1,4,8,1,1
11.0,2,107,108,4,8,0,1,4,8,0,2
11.0,2,108,130,4,8,0,2,5,8,0,2
11.0,2,110,131,4,8,9,11,5,8,9,11
11.0,2,110,111,4,8,9,11,4,8,10,11
11.0,2,111,132,4,8,10,11,5,8,10,11
11.0,2,112,134,5,0,0,3,6,0,0,3
11.0,2,112,114,5,0,0,3,5,0,1,3
11.0,2,112,113,5,0,0,3,5,0,0,4
11.0,2,113,135,5,0,0,4,6,0,0,4
11.0,2,113,115,5,0,0,4,5,0,1,4
11.0,2,114,115,5,0,1,3,5,0,1,4
11.0,2,116,119,5,2,9,6,5,3,9,6
11.0,2,117,119,5,3,8,6,5,3,9,6
11.0,2,118,119,5,3,9,5,5,3,9,6
11.0,2,119,120,5,3,9,6,5,3,9,7
11.0,2,121,136,5,4,9,3,6,4,9,3
11.0,2,122,137,5,4,10,2,6,4,10,2
11.0,2,123,126,5,6,9,11,5,7,9,11
11.0,2,123,124,5,6,9,11,5,6,10,11
11.0,2,124,128,5,6,10,11,5,7,10,11
11.0,2,125,127,5,7,9,10,5,7,10,10
11.0,2,125,126,5,7,9,10,5,7,9,11
11.0,2,126,131,5,7,9,11,5,8,9,11
11.0,2,126,128,5,7,9,11,5,7,10,11
11.0,2,127,128,5,7,10,10,5,7,10,11
11.0,2,128,132,5,7,10,11,5,8,10,11
11.0,2,129,130,5,8,0,1,5,8,0,2
11.0,2,131,132,5,8,9,11,5,8,10,11
11.0,2,132,139,5,8,10,11,6,8,10,11
11.0,2,133,140,5,9,0,6,6,9,0,6
11.0,2,134,135,6,0,0,3,6,0,0,4
11.0,2,142,144,8,3,0,9,8,4,0,9
11.0,2,142,143,8,3,0,9,8,3,0,10
11.0,2,146,151,9,0,8,6,10,0,8,6
11.0,2,146,147,9,0,8,6,9,0,9,6
11.0,2,147,154,9,0,9,6,10,0,9,6
11.0,2,147,148,9,0,9,6,9,0,9,7
11.0,2,148,155,9,0,9,7,10,0,9,7
11.0,2,149,169,9,9,0,11,10,9,0,11
11.0,2,150,153,10,0,8,5,10,0,9,5
11.0,2,150,151,10,0,8,5,10,0,8,6
11.0,2,151,174,10,0,8,6,11,0,8,6
11.0,2,151,159,10,0,8,6,10,1,8,6
11.0,2,151,154,10,0,8,6,10,0,9,6
11.0,2,151,152,10,0,8,6,10,0,8,7
11.0,2,152,155,10,0,8,7,10,0,9,7
11.0,2,153,175,10,0,9,5,11,0,9,5
11.0,2,153,156,10,0,9,5,10,0,10,5
11.0,2,153,154,10,0,9,5,10,0,9,6
11.0,2,154,176,10,0,9,6,11,0,9,6
11.0,2,154,160,10,0,9,6,10,1,9,6
11.0,2,154,157,10,0,9,6,10,0,10,6
11.0,2,154,155,10,0,9,6,10,0,9,7
11.0,2,155,177,10,0,9,7,11,0,9,7
11.0,2,155,158,10,0,9,7,10,0,10,7
11.0,2,156,179,10,0,10,5,11,0,10,5
11.0,2,156,157,10,0,10,5,10,0,10,6
11.0,2,157,180,10,0,10,6,11,0,10,6
11.0,2,157,158,10,0,10,6,10,0,10,7
11.0,2,158,181,10,0,10,7,11,0,10,7
11.0,2,159,160,10,1,8,6,10,1,9,6
11.0,2,161,192,10,7,11,10,11,7,11,10
11.0,2,161,166,10,7,11,10,10,8,11,10
11.0,2,162,194,10,8,0,11,11,8,0,11
11.0,2,162,169,10,8,0,11,10,9,0,11
11.0,2,163,196,10,8,10,10,11,8,10,10
11.0,2,163,166,10,8,10,10,10,8,11,10
11.0,2,163,164,10,8,10,10,10,8,10,11
11.0,2,164,197,10,8,10,11,11,8,10,11
11.0,2,164,167,10,8,10,11,10,8,11,11
11.0,2,165,198,10,8,11,9,11,8,11,9
11.0,2,165,166,10,8,11,9,10,8,11,10
11.0,2,166,199,10,8,11,10,11,8,11,10
11.0,2,166,170,10,8,11,10,10,9,11,10
11.0,2,166,167,10,8,11,10,10,8,11,11
11.0,2,167,200,10,8,11,11,11,8,11,11
11.0,2,167,171,10,8,11,11,10,9,11,11
11.0,2,167,162,10,8,11,11,10,8,0,11
11.0,2,168,169,10,9,0,10,10,9,0,11
11.0,2,169,201,10,9,0,11,11,9,0,11
11.0,2,169,172,10,9,0,11,10,10,0,11
11.0,2,170,206,10,9,11,10,11,9,11,10
11.0,2,170,168,10,9,11,10,10,9,0,10
11.0,2,170,171,10,9,11,10,10,9,11,11
11.0,2,171,207,10,9,11,11,11,9,11,11
11.0,2,171,169,10,9,11,11,10,9,0,11
11.0,2,174,176,11,0,8,6,11,0,9,6
11.0,2,175,179,11,0,9,5,11,0,10,5
11.0,2,175,176,11,0,9,5,11,0,9,6
11.0,2,176,180,11,0,9,6,11,0,10,6
11.0,2,176,177,11,0,9,6,11,0,9,7
11.0,2,177,181,11,0,9,7,11,0,10,7
11.0,2,178,179,11,0,10,4,11,0,10,5
11.0,2,179,180,11,0,10,5,11,0,10,6
11.0,2,180,181,11,0,10,6,11,0,10,7
11.0,2,182,184,11,5,0,4,11,6,0,4
11.0,2,183,184,11,6,0,3,11,6,0,4
11.0,2,184,185,11,6,0,4,11,7,0,4
11.0,2,187,196,11,7,10,10,11,8,10,10
11.0,2,187,192,11,7,10,10,11,7,11,10
11.0,2,187,188,11,7,10,10,11,7,10,11
11.0,2,188,197,11,7,10,11,11,8,10,11
11.0,2,188,193,11,7,10,11,11,7,11,11
11.0,2,189,190,11,7,11,0,11,7,11,1
11.0,2,191,198,11,7,11,9,11,8,11,9
11.0,2,191,192,11,7,11,9,11,7,11,10
11.0,2,192,199,11,7,11,10,11,8,11,10
11.0,2,192,193,11,7,11,10,11,7,11,11
11.0,2,193,200,11,7,11,11,11,8,11,11
11.0,2,193,189,11,7,11,11,11,7,11,0
11.0,2,194,201,11,8,0,11,11,9,0,11
11.0,2,195,198,11,8,10,9,11,8,11,9
11.0,2,195,196,11,8,10,9,11,8,10,10
11.0,2,196,203,11,8,10,10,11,9,10,10
11.0,2,196,199,11,8,10,10,11,8,11,10
11.0,2,196,197,11,8,10,10,11,8,10,11
11.0,2,197,204,11,8,10,11,11,9,10,11
11.0,2,197,200,11,8,10,11,11,8,11,11
11.0,2,198,205,11,8,11,9,11,9,11,9
11.0,2,198,199,11,8,11,9,11,8,11,10
11.0,2,199,206,11,8,11,10,11,9,11,10
11.0,2,199,200,11,8,11,10,11,8,11,11
11.0,2,200,207,11,8,11,11,11,9,11,11
11.0,2,200,194,11,8,11,11,11,8,0,11
11.0,2,203,206,11,9,10,10,11,9,11,10
11.0,2,203,204,11,9,10,10,11,9,10,11
11.0,2,204,207,11,9,10,11,11,9,11,11
11.0,2,205,206,11,9,11,9,11,9,11,10
11.0,2,206,207,11,9,11,10,11,9,11,11
11.0,2,207,201,11,9,11,11,11,9,0,11
