node_id,x,y,z,t,beta,seed,crit_value,degree
191,11,9,7,8,10.0,2,2.035520382291861,1
192,11,9,8,7,10.0,2,1.8489464781976566,1
193,11,9,8,8,10.0,2,2.4533382211460437,3
194,11,10,0,10,10.0,2,1.7050208363348676,3
195,11,10,0,11,10.0,2,2.1309956044892884,3
196,11,11,0,10,10.0,2,2.366387302702335,3
197,11,11,0,11,10.0,2,3.3478070603232553,5
198,11,11,1,11,10.0,2,1.8345518075410272,1
199,11,11,6,9,10.0,2,1.8534978577855956,0
200,11,11,9,11,10.0,2,1.859549307593497,1
201,11,11,10,3,10.0,2,1.9194339650714307,2
202,11,11,10,4,10.0,2,1.7506953174906343,2
203,11,11,10,11,10.0,2,2.2517796562756818,2
204,11,11,11,2,10.0,2,1.8812338089541996,1
205,11,11,11,3,10.0,2,2.4309876400747146,3
206,11,11,11,4,10.0,2,1.8187815127196831,2
207,11,11,11,11,10.0,2,1.9052300141285143,2
