beta,seed,u_id,v_id,u_x,u_y,u_z,u_t,v_x,v_y,v_z,v_t
10.0,2,25,29,0,2,8,0,0,2,9,0
10.0,2,25,26,0,2,8,0,0,2,8,1
10.0,2,26,30,0,2,8,1,0,2,9,1
10.0,2,26,27,0,2,8,1,0,2,8,2
10.0,2,27,69,0,2,8,2,1,2,8,2
10.0,2,27,31,0,2,8,2,0,2,9,2
10.0,2,27,28,0,2,8,2,0,2,8,3
10.0,2,28,70,0,2,8,3,1,2,8,3
10.0,2,28,32,0,2,8,3,0,2,9,3
10.0,2,29,36,0,2,9,0,0,3,9,0
10.0,2,29,33,0,2,9,0,0,2,10,0
10.0,2,29,30,0,2,9,0,0,2,9,1
10.0,2,30,71,0,2,9,1,1,2,9,1
10.0,2,30,37,0,2,9,1,0,3,9,1
10.0,2,30,34,0,2,9,1,0,2,10,1
10.0,2,30,31,0,2,9,1,0,2,9,2
10.0,2,31,72,0,2,9,2,1,2,9,2
10.0,2,31,35,0,2,9,2,0,2,10,2
10.0,2,31,32,0,2,9,2,0,2,9,3
10.0,2,32,73,0,2,9,3,1,2,9,3
10.0,2,33,38,0,2,10,0,0,3,10,0
10.0,2,33,34,0,2,10,0,0,2,10,1
10.0,2,34,39,0,2,10,1,0,3,10,1
10.0,2,34,35,0,2,10,1,0,2,10,2
10.0,2,36,42,0,3,9,0,0,4,9,0
10.0,2,36,38,0,3,9,0,0,3,10,0
10.0,2,36,37,0,3,9,0,0,3,9,1
10.0,2,37,43,0,3,9,1,0,4,9,1
10.0,2,37,39,0,3,9,1,0,3,10,1
10.0,2,38,44,0,3,10,0,0,4,10,0
10.0,2,38,40,0,3,10,0,0,3,11,0
10.0,2,38,39,0,3,10,0,0,3,10,1
10.0,2,39,45,0,3,10,1,0,4,10,1
10.0,2,40,46,0,3,11,0,0,4,11,0
10.0,2,42,48,0,4,9,0,0,5,9,0
10.0,2,42,44,0,4,9,0,0,4,10,0
10.0,2,42,43,0,4,9,0,0,4,9,1
10.0,2,43,45,0,4,9,1,0,4,10,1
10.0,2,44,74,0,4,10,0,1,4,10,0
10.0,2,44,49,0,4,10,0,0,5,10,0
10.0,2,44,46,0,4,10,0,0,4,11,0
10.0,2,44,45,0,4,10,0,0,4,10,1
10.0,2,46,50,0,4,11,0,0,5,11,0
10.0,2,48,49,0,5,9,0,0,5,10,0
10.0,2,49,50,0,5,10,0,0,5,11,0
10.0,2,51,75,0,6,0,0,1,6,0,0
10.0,2,51,52,0,6,0,0,0,7,0,0
10.0,2,52,76,0,7,0,0,1,7,0,0
10.0,2,52,54,0,7,0,0,0,8,0,0
10.0,2,52,53,0,7,0,0,0,7,0,1
10.0,2,53,77,0,7,0,1,1,7,0,1
10.0,2,54,78,0,8,0,0,1,8,0,0
10.0,2,55,58,0,8,8,2,0,9,8,2
10.0,2,56,58,0,9,7,2,0,9,8,2
10.0,2,57,58,0,9,8,1,0,9,8,2
10.0,2,59,61,0,11,2,3,0,11,3,3
10.0,2,59,60,0,11,2,3,0,11,2,4
10.0,2,60,62,0,11,2,4,0,11,3,4
10.0,2,61,62,0,11,3,3,0,11,3,4
10.0,2,64,68,1,0,11,11,1,1,11,11
10.0,2,66,72,1,1,9,2,1,2,9,2
10.0,2,66,67,1,1,9,2,1,1,9,3
10.0,2,67,73,1,1,9,3,1,2,9,3
10.0,2,69,72,1,2,8,2,1,2,9,2
10.0,2,69,70,1,2,8,2,1,2,8,3
10.0,2,70,73,1,2,8,3,1,2,9,3
10.0,2,71,72,1,2,9,1,1,2,9,2
10.0,2,72,73,1,2,9,2,1,2,9,3
10.0,2,75,76,1,6,0,0,1,7,0,0
10.0,2,76,78,1,7,0,0,1,8,0,0
10.0,2,76,77,1,7,0,0,1,7,0,1
10.0,2,79,91,1,11,11,8,2,11,11,8
10.0,2,79,63,1,11,11,8,1,0,11,8
10.0,2,79,80,1,11,11,8,1,11,11,9
10.0,2,80,92,1,11,11,9,2,11,11,9
10.0,2,81,98,2,2,11,4,3,2,11,4
10.0,2,81,84,2,2,11,4,2,3,11,4
10.0,2,81,82,2,2,11,4,2,2,11,5
10.0,2,82,99,2,2,11,5,3,2,11,5
10.0,2,82,85,2,2,11,5,2,3,11,5
10.0,2,83,101,2,3,10,4,3,3,10,4
10.0,2,83,84,2,3,10,4,2,3,11,4
10.0,2,84,102,2,3,11,4,3,3,11,4
10.0,2,84,85,2,3,11,4,2,3,11,5
10.0,2,85,103,2,3,11,5,3,3,11,5
10.0,2,86,106,2,10,2,0,3,10,2,0
10.0,2,87,92,2,10,11,9,2,11,11,9
10.0,2,87,88,2,10,11,9,2,10,11,10
10.0,2,88,93,2,10,11,10,2,11,11,10
10.0,2,88,89,2,10,11,10,2,10,11,11
10.0,2,90,92,2,11,10,9,2,11,11,9
10.0,2,91,92,2,11,11,8,2,11,11,9
10.0,2,92,108,2,11,11,9,3,11,11,9
10.0,2,92,93,2,11,11,9,2,11,11,10
10.0,2,95,99,3,1,11,5,3,2,11,5
10.0,2,96,101,3,2,10,4,3,3,10,4
10.0,2,96,98,3,2,10,4,3,2,11,4
10.0,2,96,97,3,2,10,4,3,2,10,5
10.0,2,97,99,3,2,10,5,3,2,11,5
10.0,2,98,102,3,2,11,4,3,3,11,4
10.0,2,98,99,3,2,11,4,3,2,11,5
10.0,2,99,109,3,2,11,5,4,2,11,5
10.0,2,99,103,3,2,11,5,3,3,11,5
10.0,2,99,100,3,2,11,5,3,2,11,6
10.0,2,101,102,3,3,10,4,3,3,11,4
10.0,2,102,103,3,3,11,4,3,3,11,5
10.0,2,104,113,3,9,0,7,4,9,0,7
10.0,2,105,106,3,10,1,0,3,10,2,0
10.0,2,106,107,3,10,2,0,3,11,2,0
10.0,2,111,113,4,8,0,7,4,9,0,7
10.0,2,112,113,4,9,0,6,4,9,0,7
10.0,2,114,125,4,9,8,0,5,9,8,0
10.0,2,114,115,4,9,8,0,4,9,9,0
10.0,2,116,117,5,0,0,5,5,0,1,5
10.0,2,118,129,5,0,7,11,6,0,7,11
10.0,2,119,130,5,2,2,2,6,2,2,2
10.0,2,119,120,5,2,2,2,5,3,2,2
10.0,2,120,133,5,3,2,2,6,3,2,2
10.0,2,121,122,5,3,11,9,5,4,11,9
10.0,2,123,139,5,9,5,10,6,9,5,10
10.0,2,123,126,5,9,5,10,5,10,5,10
10.0,2,126,140,5,10,5,10,6,10,5,10
10.0,2,127,128,5,11,3,5,5,11,3,6
10.0,2,130,133,6,2,2,2,6,3,2,2
10.0,2,131,133,6,3,1,2,6,3,2,2
10.0,2,132,133,6,3,2,1,6,3,2,2
10.0,2,133,141,6,3,2,2,7,3,2,2
10.0,2,133,137,6,3,2,2,6,4,2,2
10.0,2,133,135,6,3,2,2,6,3,3,2
10.0,2,133,134,6,3,2,2,6,3,2,3
10.0,2,136,138,6,3,6,5,6,4,6,5
10.0,2,139,140,6,9,5,10,6,10,5,10
10.0,2,143,157,7,9,0,1,8,9,0,1
10.0,2,143,150,7,9,0,1,7,10,0,1
10.0,2,143,145,7,9,0,1,7,9,1,1
10.0,2,144,158,7,9,1,0,8,9,1,0
10.0,2,144,151,7,9,1,0,7,10,1,0
10.0,2,144,145,7,9,1,0,7,9,1,1
10.0,2,145,159,7,9,1,1,8,9,1,1
10.0,2,145,152,7,9,1,1,7,10,1,1
10.0,2,145,147,7,9,1,1,7,9,2,1
10.0,2,145,146,7,9,1,1,7,9,1,2
10.0,2,146,148,7,9,1,2,7,9,2,2
10.0,2,147,148,7,9,2,1,7,9,2,2
10.0,2,150,161,7,10,0,1,8,10,0,1
10.0,2,150,152,7,10,0,1,7,10,1,1
10.0,2,151,162,7,10,1,0,8,10,1,0
10.0,2,151,152,7,10,1,0,7,10,1,1
10.0,2,152,163,7,10,1,1,8,10,1,1
10.0,2,154,155,8,6,11,7,8,6,11,8
10.0,2,155,156,8,6,11,8,8,7,11,8
10.0,2,157,161,8,9,0,1,8,10,0,1
10.0,2,157,159,8,9,0,1,8,9,1,1
10.0,2,158,162,8,9,1,0,8,10,1,0
10.0,2,158,159,8,9,1,0,8,9,1,1
10.0,2,159,163,8,9,1,1,8,10,1,1
10.0,2,160,162,8,10,0,0,8,10,1,0
10.0,2,160,161,8,10,0,0,8,10,0,1
10.0,2,161,163,8,10,0,1,8,10,1,1
10.0,2,162,163,8,10,1,0,8,10,1,1
10.0,2,164,165,9,2,5,8,9,2,5,9
10.0,2,165,171,9,2,5,9,10,2,5,9
10.0,2,166,172,9,4,7,1,10,4,7,1
10.0,2,169,181,10,0,0,7,11,0,0,7
10.0,2,169,170,10,0,0,7,10,0,0,8
10.0,2,170,182,10,0,0,8,11,0,0,8
10.0,2,172,173,10,4,7,1,10,4,8,1
10.0,2,175,189,10,6,11,5,11,6,11,5
10.0,2,176,194,10,10,0,10,11,10,0,10
10.0,2,176,178,10,10,0,10,10,11,0,10
10.0,2,176,177,10,10,0,10,10,10,0,11
10.0,2,177,195,10,10,0,11,11,10,0,11
10.0,2,177,179,10,10,0,11,10,11,0,11
10.0,2,178,196,10,11,0,10,11,11,0,10
10.0,2,178,179,10,11,0,10,10,11,0,11
10.0,2,179,197,10,11,0,11,11,11,0,11
10.0,2,181,184,11,0,0,7,11,0,1,7
10.0,2,181,182,11,0,0,7,11,0,0,8
10.0,2,182,186,11,0,0,8,11,1,0,8
10.0,2,182,185,11,0,0,8,11,0,1,8
10.0,2,182,183,11,0,0,8,11,0,0,9
10.0,2,184,185,11,0,1,7,11,0,1,8
10.0,2,190,193,11,8,8,8,11,9,8,8
10.0,2,191,193,11,9,7,8,11,9,8,8
10.0,2,192,193,11,9,8,7,11,9,8,8
10.0,2,194,196,11,10,0,10,11,11,0,10
10.0,2,194,195,11,10,0,10,11,10,0,11
10.0,2,195,197,11,10,0,11,11,11,0,11
10.0,2,196,197,11,11,0,10,11,11,0,11
10.0,2,197,198,11,11,0,11,11,11,1,11
10.0,2,200,203,11,11,9,11,11,11,10,11
10.0,2,201,205,11,11,10,3,11,11,11,3
10.0,2,201,202,11,11,10,3,11,11,10,4
10.0,2,202,206,11,11,10,4,11,11,11,4
10.0,2,203,207,11,11,10,11,11,11,11,11
10.0,2,204,205,11,11,11,2,11,11,11,3
10.0,2,205,206,11,11,11,3,11,11,11,4
10.0,2,207,197,11,11,11,11,11,11,0,11
