beta,seed,u_id,v_id,u_x,u_y,u_z,u_t,v_x,v_y,v_z,v_t
13.0,2,54,55,2,11,6,1,2,11,7,1
13.0,2,55,69,2,11,7,1,3,11,7,1
13.0,2,56,58,3,4,11,0,3,5,11,0
13.0,2,57,58,3,5,10,0,3,5,11,0
13.0,2,58,62,3,5,11,0,3,6,11,0
13.0,2,59,63,3,6,0,8,3,7,0,8
13.0,2,59,60,3,6,0,8,3,6,0,9
13.0,2,60,64,3,6,0,9,3,7,0,9
13.0,2,60,61,3,6,0,9,3,6,0,10
13.0,2,61,65,3,6,0,10,3,7,0,10
13.0,2,63,64,3,7,0,8,3,7,0,9
13.0,2,64,74,3,7,0,9,4,7,0,9
13.0,2,64,67,3,7,0,9,3,8,0,9
13.0,2,64,66,3,7,0,9,3,7,1,9
13.0,2,64,65,3,7,0,9,3,7,0,10
13.0,2,68,69,3,11,7,0,3,11,7,1
13.0,2,69,70,3,11,7,1,3,11,8,1
13.0,2,71,84,4,0,1,9,5,0,1,9
13.0,2,72,87,4,4,11,11,5,4,11,11
13.0,2,72,73,4,4,11,11,4,5,11,11
13.0,2,73,88,4,5,11,11,5,5,11,11
13.0,2,75,76,4,9,4,10,4,9,4,11
13.0,2,76,90,4,9,4,11,5,9,4,11
13.0,2,77,91,4,9,11,0,5,9,11,0
13.0,2,77,79,4,9,11,0,4,10,11,0
13.0,2,78,92,4,10,10,0,5,10,10,0
13.0,2,78,79,4,10,10,0,4,10,11,0
13.0,2,79,93,4,10,11,0,5,10,11,0
13.0,2,79,80,4,10,11,0,4,11,11,0
13.0,2,80,94,4,11,11,0,5,11,11,0
13.0,2,81,83,5,0,0,8,5,0,1,8
13.0,2,81,82,5,0,0,8,5,0,0,9
13.0,2,82,84,5,0,0,9,5,0,1,9
13.0,2,83,84,5,0,1,8,5,0,1,9
13.0,2,84,85,5,0,1,9,5,0,1,10
13.0,2,86,87,5,3,11,11,5,4,11,11
13.0,2,87,95,5,4,11,11,6,4,11,11
13.0,2,87,88,5,4,11,11,5,5,11,11
13.0,2,91,93,5,9,11,0,5,10,11,0
13.0,2,92,93,5,10,10,0,5,10,11,0
13.0,2,93,94,5,10,11,0,5,11,11,0
13.0,2,96,102,6,7,8,0,7,7,8,0
13.0,2,97,104,6,11,4,9,7,11,4,9
13.0,2,98,109,7,0,3,4,8,0,3,4
13.0,2,99,100,7,4,0,9,7,4,1,9
13.0,2,101,102,7,6,8,0,7,7,8,0
13.0,2,103,105,7,11,4,8,7,11,5,8
13.0,2,103,104,7,11,4,8,7,11,4,9
13.0,2,104,106,7,11,4,9,7,11,5,9
13.0,2,105,106,7,11,5,8,7,11,5,9
13.0,2,107,115,7,11,6,7,8,11,6,7
13.0,2,108,109,8,0,2,4,8,0,3,4
13.0,2,110,120,8,4,11,2,9,4,11,2
13.0,2,110,111,8,4,11,2,8,5,11,2
13.0,2,111,121,8,5,11,2,9,5,11,2
13.0,2,111,112,8,5,11,2,8,6,11,2
13.0,2,113,115,8,11,5,7,8,11,6,7
13.0,2,114,115,8,11,6,6,8,11,6,7
13.0,2,115,116,8,11,6,7,8,11,6,8
13.0,2,117,123,9,0,0,1,10,0,0,1
13.0,2,117,118,9,0,0,1,9,0,0,2
13.0,2,118,124,9,0,0,2,10,0,0,2
13.0,2,120,121,9,4,11,2,9,5,11,2
13.0,2,122,143,10,0,0,0,11,0,0,0
13.0,2,122,130,10,0,0,0,10,1,0,0
13.0,2,122,125,10,0,0,0,10,0,1,0
13.0,2,122,123,10,0,0,0,10,0,0,1
13.0,2,123,144,10,0,0,1,11,0,0,1
13.0,2,123,131,10,0,0,1,10,1,0,1
13.0,2,123,126,10,0,0,1,10,0,1,1
13.0,2,123,124,10,0,0,1,10,0,0,2
13.0,2,124,145,10,0,0,2,11,0,0,2
13.0,2,124,132,10,0,0,2,10,1,0,2
13.0,2,124,127,10,0,0,2,10,0,1,2
13.0,2,125,146,10,0,1,0,11,0,1,0
13.0,2,125,126,10,0,1,0,10,0,1,1
13.0,2,126,147,10,0,1,1,11,0,1,1
13.0,2,126,127,10,0,1,1,10,0,1,2
13.0,2,127,148,10,0,1,2,11,0,1,2
13.0,2,128,129,10,0,4,9,10,0,5,9
13.0,2,129,149,10,0,5,9,11,0,5,9
13.0,2,130,154,10,1,0,0,11,1,0,0
13.0,2,130,131,10,1,0,0,10,1,0,1
13.0,2,131,155,10,1,0,1,11,1,0,1
13.0,2,131,132,10,1,0,1,10,1,0,2
13.0,2,132,156,10,1,0,2,11,1,0,2
13.0,2,133,167,10,3,6,10,11,3,6,10
13.0,2,133,135,10,3,6,10,10,3,7,10
13.0,2,134,169,10,3,7,9,11,3,7,9
13.0,2,134,135,10,3,7,9,10,3,7,10
13.0,2,135,170,10,3,7,10,11,3,7,10
13.0,2,136,186,10,8,9,7,11,8,9,7
13.0,2,136,139,10,8,9,7,10,9,9,7
13.0,2,137,191,10,9,8,7,11,9,8,7
13.0,2,137,139,10,9,8,7,10,9,9,7
13.0,2,138,193,10,9,9,6,11,9,9,6
13.0,2,138,139,10,9,9,6,10,9,9,7
13.0,2,139,194,10,9,9,7,11,9,9,7
13.0,2,139,142,10,9,9,7,10,10,9,7
13.0,2,139,141,10,9,9,7,10,9,10,7
13.0,2,139,140,10,9,9,7,10,9,9,8
13.0,2,140,195,10,9,9,8,11,9,9,8
13.0,2,141,197,10,9,10,7,11,9,10,7
13.0,2,142,203,10,10,9,7,11,10,9,7
13.0,2,143,154,11,0,0,0,11,1,0,0
13.0,2,143,146,11,0,0,0,11,0,1,0
13.0,2,143,144,11,0,0,0,11,0,0,1
13.0,2,144,155,11,0,0,1,11,1,0,1
13.0,2,144,147,11,0,0,1,11,0,1,1
13.0,2,144,145,11,0,0,1,11,0,0,2
13.0,2,145,156,11,0,0,2,11,1,0,2
13.0,2,145,148,11,0,0,2,11,0,1,2
13.0,2,146,157,11,0,1,0,11,1,1,0
13.0,2,146,147,11,0,1,0,11,0,1,1
13.0,2,147,158,11,0,1,1,11,1,1,1
13.0,2,147,148,11,0,1,1,11,0,1,2
13.0,2,149,151,11,0,5,9,11,0,6,9
13.0,2,149,150,11,0,5,9,11,0,5,10
13.0,2,152,143,11,0,11,0,11,0,0,0
13.0,2,152,153,11,0,11,0,11,0,11,1
13.0,2,153,144,11,0,11,1,11,0,0,1
13.0,2,154,157,11,1,0,0,11,1,1,0
13.0,2,154,155,11,1,0,0,11,1,0,1
13.0,2,155,158,11,1,0,1,11,1,1,1
13.0,2,155,156,11,1,0,1,11,1,0,2
13.0,2,157,158,11,1,1,0,11,1,1,1
13.0,2,160,166,11,2,6,9,11,3,6,9
13.0,2,160,163,11,2,6,9,11,2,7,9
13.0,2,160,161,11,2,6,9,11,2,6,10
13.0,2,161,167,11,2,6,10,11,3,6,10
13.0,2,161,164,11,2,6,10,11,2,7,10
13.0,2,161,162,11,2,6,10,11,2,6,11
13.0,2,162,168,11,2,6,11,11,3,6,11
13.0,2,162,165,11,2,6,11,11,2,7,11
13.0,2,163,169,11,2,7,9,11,3,7,9
13.0,2,163,164,11,2,7,9,11,2,7,10
13.0,2,164,170,11,2,7,10,11,3,7,10
13.0,2,164,165,11,2,7,10,11,2,7,11
13.0,2,165,171,11,2,7,11,11,3,7,11
13.0,2,166,169,11,3,6,9,11,3,7,9
13.0,2,166,167,11,3,6,9,11,3,6,10
13.0,2,167,174,11,3,6,10,11,4,6,10
13.0,2,167,170,11,3,6,10,11,3,7,10
13.0,2,167,168,11,3,6,10,11,3,6,11
13.0,2,168,171,11,3,6,11,11,3,7,11
13.0,2,169,176,11,3,7,9,11,4,7,9
13.0,2,169,170,11,3,7,9,11,3,7,10
13.0,2,170,177,11,3,7,10,11,4,7,10
13.0,2,170,172,11,3,7,10,11,3,8,10
13.0,2,170,171,11,3,7,10,11,3,7,11
13.0,2,171,178,11,3,7,11,11,4,7,11
13.0,2,171,173,11,3,7,11,11,3,8,11
13.0,2,172,173,11,3,8,10,11,3,8,11
13.0,2,174,177,11,4,6,10,11,4,7,10
13.0,2,175,180,11,4,7,0,11,5,7,0
13.0,2,175,179,11,4,7,0,11,4,8,0
13.0,2,176,177,11,4,7,9,11,4,7,10
13.0,2,177,178,11,4,7,10,11,4,7,11
13.0,2,178,175,11,4,7,11,11,4,7,0
13.0,2,179,181,11,4,8,0,11,5,8,0
13.0,2,180,181,11,5,7,0,11,5,8,0
13.0,2,182,190,11,8,8,6,11,9,8,6
13.0,2,182,185,11,8,8,6,11,8,9,6
13.0,2,182,183,11,8,8,6,11,8,8,7
13.0,2,183,191,11,8,8,7,11,9,8,7
13.0,2,183,186,11,8,8,7,11,8,9,7
13.0,2,183,184,11,8,8,7,11,8,8,8
13.0,2,184,192,11,8,8,8,11,9,8,8
13.0,2,184,187,11,8,8,8,11,8,9,8
13.0,2,185,193,11,8,9,6,11,9,9,6
13.0,2,185,188,11,8,9,6,11,8,10,6
13.0,2,185,186,11,8,9,6,11,8,9,7
13.0,2,186,194,11,8,9,7,11,9,9,7
13.0,2,186,189,11,8,9,7,11,8,10,7
13.0,2,186,187,11,8,9,7,11,8,9,8
13.0,2,187,195,11,8,9,8,11,9,9,8
13.0,2,188,196,11,8,10,6,11,9,10,6
13.0,2,188,189,11,8,10,6,11,8,10,7
13.0,2,189,197,11,8,10,7,11,9,10,7
13.0,2,190,200,11,9,8,6,11,10,8,6
13.0,2,190,193,11,9,8,6,11,9,9,6
13.0,2,190,191,11,9,8,6,11,9,8,7
13.0,2,191,201,11,9,8,7,11,10,8,7
13.0,2,191,194,11,9,8,7,11,9,9,7
13.0,2,191,192,11,9,8,7,11,9,8,8
13.0,2,192,195,11,9,8,8,11,9,9,8
13.0,2,193,202,11,9,9,6,11,10,9,6
13.0,2,193,196,11,9,9,6,11,9,10,6
13.0,2,193,194,11,9,9,6,11,9,9,7
13.0,2,194,203,11,9,9,7,11,10,9,7
13.0,2,194,197,11,9,9,7,11,9,10,7
13.0,2,194,195,11,9,9,7,11,9,9,8
13.0,2,195,204,11,9,9,8,11,10,9,8
13.0,2,195,198,11,9,9,8,11,9,10,8
13.0,2,196,197,11,9,10,6,11,9,10,7
13.0,2,197,205,11,9,10,7,11,10,10,7
13.0,2,197,198,11,9,10,7,11,9,10,8
13.0,2,199,206,11,9,11,0,11,10,11,0
13.0,2,200,202,11,10,8,6,11,10,9,6
13.0,2,200,201,11,10,8,6,11,10,8,7
13.0,2,201,203,11,10,8,7,11,10,9,7
13.0,2,202,203,11,10,9,6,11,10,9,7
13.0,2,203,205,11,10,9,7,11,10,10,7
13.0,2,203,204,11,10,9,7,11,10,9,8
13.0,2,206,207,11,10,11,0,11,11,11,0
13.0,2,207,29,11,11,11,0,0,11,11,0
13.0,2,207,152,11,11,11,0,11,0,11,0
