beta,seed,u_id,v_id,u_x,u_y,u_z,u_t,v_x,v_y,v_z,v_t
15.0,2,136,137,8,1,11,5,8,1,11,6
15.0,2,137,159,8,1,11,6,9,1,11,6
15.0,2,138,162,8,2,9,4,9,2,9,4
15.0,2,138,140,8,2,9,4,8,3,9,4
15.0,2,139,165,8,3,8,4,9,3,8,4
15.0,2,139,142,8,3,8,4,8,4,8,4
15.0,2,139,140,8,3,8,4,8,3,9,4
15.0,2,140,168,8,3,9,4,9,3,9,4
15.0,2,140,144,8,3,9,4,8,4,9,4
15.0,2,140,141,8,3,9,4,8,3,9,5
15.0,2,141,169,8,3,9,5,9,3,9,5
15.0,2,141,145,8,3,9,5,8,4,9,5
15.0,2,142,172,8,4,8,4,9,4,8,4
15.0,2,142,144,8,4,8,4,8,4,9,4
15.0,2,142,143,8,4,8,4,8,4,8,5
15.0,2,143,173,8,4,8,5,9,4,8,5
15.0,2,143,145,8,4,8,5,8,4,9,5
15.0,2,144,174,8,4,9,4,9,4,9,4
15.0,2,144,145,8,4,9,4,8,4,9,5
15.0,2,145,175,8,4,9,5,9,4,9,5
15.0,2,146,147,8,4,10,0,8,5,10,0
15.0,2,149,155,9,0,9,4,9,1,9,4
15.0,2,149,150,9,0,9,4,9,0,10,4
15.0,2,150,156,9,0,10,4,9,1,10,4
15.0,2,150,152,9,0,10,4,9,0,11,4
15.0,2,150,151,9,0,10,4,9,0,10,5
15.0,2,151,157,9,0,10,5,9,1,10,5
15.0,2,151,153,9,0,10,5,9,0,11,5
15.0,2,152,153,9,0,11,4,9,0,11,5
15.0,2,153,179,9,0,11,5,10,0,11,5
15.0,2,153,158,9,0,11,5,9,1,11,5
15.0,2,153,154,9,0,11,5,9,0,11,6
15.0,2,154,159,9,0,11,6,9,1,11,6
15.0,2,155,162,9,1,9,4,9,2,9,4
15.0,2,155,156,9,1,9,4,9,1,10,4
15.0,2,156,164,9,1,10,4,9,2,10,4
15.0,2,156,157,9,1,10,4,9,1,10,5
15.0,2,157,158,9,1,10,5,9,1,11,5
15.0,2,158,159,9,1,11,5,9,1,11,6
15.0,2,160,165,9,2,8,4,9,3,8,4
15.0,2,160,162,9,2,8,4,9,2,9,4
15.0,2,161,167,9,2,9,3,9,3,9,3
15.0,2,161,162,9,2,9,3,9,2,9,4
15.0,2,162,168,9,2,9,4,9,3,9,4
15.0,2,162,164,9,2,9,4,9,2,10,4
15.0,2,162,163,9,2,9,4,9,2,9,5
15.0,2,163,169,9,2,9,5,9,3,9,5
15.0,2,164,170,9,2,10,4,9,3,10,4
15.0,2,165,180,9,3,8,4,10,3,8,4
15.0,2,165,172,9,3,8,4,9,4,8,4
15.0,2,165,168,9,3,8,4,9,3,9,4
15.0,2,165,166,9,3,8,4,9,3,8,5
15.0,2,166,173,9,3,8,5,9,4,8,5
15.0,2,166,169,9,3,8,5,9,3,9,5
15.0,2,167,181,9,3,9,3,10,3,9,3
15.0,2,167,168,9,3,9,3,9,3,9,4
15.0,2,168,182,9,3,9,4,10,3,9,4
15.0,2,168,174,9,3,9,4,9,4,9,4
15.0,2,168,170,9,3,9,4,9,3,10,4
15.0,2,168,169,9,3,9,4,9,3,9,5
15.0,2,169,183,9,3,9,5,10,3,9,5
15.0,2,169,175,9,3,9,5,9,4,9,5
15.0,2,169,171,9,3,9,5,9,3,10,5
15.0,2,170,176,9,3,10,4,9,4,10,4
15.0,2,170,171,9,3,10,4,9,3,10,5
15.0,2,171,177,9,3,10,5,9,4,10,5
15.0,2,172,184,9,4,8,4,10,4,8,4
15.0,2,172,174,9,4,8,4,9,4,9,4
15.0,2,172,173,9,4,8,4,9,4,8,5
15.0,2,173,175,9,4,8,5,9,4,9,5
15.0,2,174,185,9,4,9,4,10,4,9,4
15.0,2,174,176,9,4,9,4,9,4,10,4
15.0,2,174,175,9,4,9,4,9,4,9,5
15.0,2,175,186,9,4,9,5,10,4,9,5
15.0,2,175,178,9,4,9,5,9,5,9,5
15.0,2,175,177,9,4,9,5,9,4,10,5
15.0,2,176,177,9,4,10,4,9,4,10,5
15.0,2,180,184,10,3,8,4,10,4,8,4
15.0,2,180,182,10,3,8,4,10,3,9,4
15.0,2,181,182,10,3,9,3,10,3,9,4
15.0,2,182,185,10,3,9,4,10,4,9,4
15.0,2,182,183,10,3,9,4,10,3,9,5
15.0,2,183,186,10,3,9,5,10,4,9,5
15.0,2,184,185,10,4,8,4,10,4,9,4
15.0,2,185,186,10,4,9,4,10,4,9,5
15.0,2,187,198,10,8,11,0,11,8,11,0
15.0,2,187,188,10,8,11,0,10,9,11,0
15.0,2,188,201,10,9,11,0,11,9,11,0
15.0,2,189,205,10,11,11,5,11,11,11,5
15.0,2,189,179,10,11,11,5,10,0,11,5
15.0,2,189,190,10,11,11,5,10,11,11,6
15.0,2,190,206,10,11,11,6,11,11,11,6
15.0,2,191,192,11,7,3,10,11,7,4,10
15.0,2,193,196,11,7,10,0,11,8,10,0
15.0,2,193,194,11,7,10,0,11,7,11,0
15.0,2,194,198,11,7,11,0,11,8,11,0
15.0,2,194,195,11,7,11,0,11,7,11,1
15.0,2,195,199,11,7,11,1,11,8,11,1
15.0,2,196,200,11,8,10,0,11,9,10,0
15.0,2,196,198,11,8,10,0,11,8,11,0
15.0,2,196,197,11,8,10,0,11,8,10,1
15.0,2,197,199,11,8,10,1,11,8,11,1
15.0,2,198,201,11,8,11,0,11,9,11,0
15.0,2,198,199,11,8,11,0,11,8,11,1
15.0,2,199,202,11,8,11,1,11,9,11,1
15.0,2,200,201,11,9,10,0,11,9,11,0
15.0,2,201,202,11,9,11,0,11,9,11,1
15.0,2,203,206,11,10,11,6,11,11,11,6
15.0,2,204,206,11,11,10,6,11,11,11,6
15.0,2,205,206,11,11,11,5,11,11,11,6
15.0,2,206,1,11,11,11,6,0,11,11,6
15.0,2,206,207,11,11,11,6,11,11,11,7
15.0,2,207,2,11,11,11,7,0,11,11,7
