beta,seed,u_id,v_id,u_x,u_y,u_z,u_t,v_x,v_y,v_z,v_t
14.0,2,1,3,0,0,2,0,0,0,3,0
14.0,2,1,2,0,0,2,0,0,0,2,1
14.0,2,2,4,0,0,2,1,0,0,3,1
14.0,2,3,19,0,0,3,0,1,0,3,0
14.0,2,3,10,0,0,3,0,0,1,3,0
14.0,2,3,5,0,0,3,0,0,0,4,0
14.0,2,3,4,0,0,3,0,0,0,3,1
14.0,2,4,20,0,0,3,1,1,0,3,1
14.0,2,4,6,0,0,3,1,0,0,4,1
14.0,2,5,21,0,0,4,0,1,0,4,0
14.0,2,5,11,0,0,4,0,0,1,4,0
14.0,2,5,7,0,0,4,0,0,0,5,0
14.0,2,5,6,0,0,4,0,0,0,4,1
14.0,2,8,9,0,0,6,7,0,0,6,8
14.0,2,10,11,0,1,3,0,0,1,4,0
14.0,2,12,28,0,5,11,0,1,5,11,0
14.0,2,12,15,0,5,11,0,0,6,11,0
14.0,2,13,17,0,6,8,7,0,7,8,7
14.0,2,14,30,0,6,10,0,1,6,10,0
14.0,2,14,15,0,6,10,0,0,6,11,0
14.0,2,15,31,0,6,11,0,1,6,11,0
14.0,2,15,18,0,6,11,0,0,7,11,0
14.0,2,15,16,0,6,11,0,0,6,11,1
14.0,2,16,32,0,6,11,1,1,6,11,1
14.0,2,18,33,0,7,11,0,1,7,11,0
14.0,2,19,21,1,0,3,0,1,0,4,0
14.0,2,19,20,1,0,3,0,1,0,3,1
14.0,2,22,47,1,1,5,10,2,1,5,10
14.0,2,22,24,1,1,5,10,1,2,5,10
14.0,2,22,23,1,1,5,10,1,1,6,10
14.0,2,23,49,1,1,6,10,2,1,6,10
14.0,2,23,26,1,1,6,10,1,2,6,10
14.0,2,24,52,1,2,5,10,2,2,5,10
14.0,2,24,26,1,2,5,10,1,2,6,10
14.0,2,25,54,1,2,6,9,2,2,6,9
14.0,2,25,26,1,2,6,9,1,2,6,10
14.0,2,26,55,1,2,6,10,2,2,6,10
14.0,2,27,30,1,5,10,0,1,6,10,0
14.0,2,27,28,1,5,10,0,1,5,11,0
14.0,2,28,59,1,5,11,0,2,5,11,0
14.0,2,28,31,1,5,11,0,1,6,11,0
14.0,2,28,29,1,5,11,0,1,5,11,1
14.0,2,29,32,1,5,11,1,1,6,11,1
14.0,2,30,31,1,6,10,0,1,6,11,0
14.0,2,31,60,1,6,11,0,2,6,11,0
14.0,2,31,33,1,6,11,0,1,7,11,0
14.0,2,31,32,1,6,11,0,1,6,11,1
14.0,2,33,61,1,7,11,0,2,7,11,0
14.0,2,34,64,2,0,1,2,3,0,1,2
14.0,2,34,43,2,0,1,2,2,1,1,2
14.0,2,34,37,2,0,1,2,2,0,2,2
14.0,2,34,35,2,0,1,2,2,0,1,3
14.0,2,35,65,2,0,1,3,3,0,1,3
14.0,2,35,44,2,0,1,3,2,1,1,3
14.0,2,35,38,2,0,1,3,2,0,2,3
14.0,2,35,36,2,0,1,3,2,0,1,4
14.0,2,36,66,2,0,1,4,3,0,1,4
14.0,2,36,39,2,0,1,4,2,0,2,4
14.0,2,37,67,2,0,2,2,3,0,2,2
14.0,2,37,45,2,0,2,2,2,1,2,2
14.0,2,37,40,2,0,2,2,2,0,3,2
14.0,2,37,38,2,0,2,2,2,0,2,3
14.0,2,38,68,2,0,2,3,3,0,2,3
14.0,2,38,46,2,0,2,3,2,1,2,3
14.0,2,38,41,2,0,2,3,2,0,3,3
14.0,2,38,39,2,0,2,3,2,0,2,4
14.0,2,39,69,2,0,2,4,3,0,2,4
14.0,2,39,42,2,0,2,4,2,0,3,4
14.0,2,40,70,2,0,3,2,3,0,3,2
14.0,2,40,41,2,0,3,2,2,0,3,3
14.0,2,41,71,2,0,3,3,3,0,3,3
14.0,2,41,42,2,0,3,3,2,0,3,4
14.0,2,42,72,2,0,3,4,3,0,3,4
14.0,2,43,73,2,1,1,2,3,1,1,2
14.0,2,43,45,2,1,1,2,2,1,2,2
14.0,2,43,44,2,1,1,2,2,1,1,3
14.0,2,44,74,2,1,1,3,3,1,1,3
14.0,2,44,46,2,1,1,3,2,1,2,3
14.0,2,45,75,2,1,2,2,3,1,2,2
14.0,2,45,46,2,1,2,2,2,1,2,3
14.0,2,46,76,2,1,2,3,3,1,2,3
14.0,2,47,52,2,1,5,10,2,2,5,10
14.0,2,47,49,2,1,5,10,2,1,6,10
14.0,2,48,54,2,1,6,9,2,2,6,9
14.0,2,48,49,2,1,6,9,2,1,6,10
14.0,2,49,55,2,1,6,10,2,2,6,10
14.0,2,49,50,2,1,6,10,2,1,6,11
14.0,2,50,56,2,1,6,11,2,2,6,11
14.0,2,51,54,2,2,5,9,2,2,6,9
14.0,2,51,52,2,2,5,9,2,2,5,10
14.0,2,52,80,2,2,5,10,3,2,5,10
14.0,2,52,55,2,2,5,10,2,2,6,10
14.0,2,52,53,2,2,5,10,2,2,5,11
14.0,2,53,81,2,2,5,11,3,2,5,11
14.0,2,53,56,2,2,5,11,2,2,6,11
14.0,2,54,55,2,2,6,9,2,2,6,10
14.0,2,55,82,2,2,6,10,3,2,6,10
14.0,2,55,58,2,2,6,10,2,3,6,10
14.0,2,55,57,2,2,6,10,2,2,7,10
14.0,2,55,56,2,2,6,10,2,2,6,11
14.0,2,59,60,2,5,11,0,2,6,11,0
14.0,2,60,61,2,6,11,0,2,7,11,0
14.0,2,63,65,3,0,0,3,3,0,1,3
14.0,2,64,86,3,0,1,2,4,0,1,2
14.0,2,64,73,3,0,1,2,3,1,1,2
14.0,2,64,67,3,0,1,2,3,0,2,2
14.0,2,64,65,3,0,1,2,3,0,1,3
14.0,2,65,87,3,0,1,3,4,0,1,3
14.0,2,65,74,3,0,1,3,3,1,1,3
14.0,2,65,68,3,0,1,3,3,0,2,3
14.0,2,65,66,3,0,1,3,3,0,1,4
14.0,2,66,88,3,0,1,4,4,0,1,4
14.0,2,66,69,3,0,1,4,3,0,2,4
14.0,2,67,89,3,0,2,2,4,0,2,2
14.0,2,67,75,3,0,2,2,3,1,2,2
14.0,2,67,70,3,0,2,2,3,0,3,2
14.0,2,67,68,3,0,2,2,3,0,2,3
14.0,2,68,90,3,0,2,3,4,0,2,3
14.0,2,68,76,3,0,2,3,3,1,2,3
14.0,2,68,71,3,0,2,3,3,0,3,3
14.0,2,68,69,3,0,2,3,3,0,2,4
14.0,2,69,91,3,0,2,4,4,0,2,4
14.0,2,69,77,3,0,2,4,3,1,2,4
14.0,2,69,72,3,0,2,4,3,0,3,4
14.0,2,70,71,3,0,3,2,3,0,3,3
14.0,2,71,92,3,0,3,3,4,0,3,3
14.0,2,71,78,3,0,3,3,3,1,3,3
14.0,2,71,72,3,0,3,3,3,0,3,4
14.0,2,73,75,3,1,1,2,3,1,2,2
14.0,2,73,74,3,1,1,2,3,1,1,3
14.0,2,74,76,3,1,1,3,3,1,2,3
14.0,2,75,76,3,1,2,2,3,1,2,3
14.0,2,76,94,3,1,2,3,4,1,2,3
14.0,2,76,78,3,1,2,3,3,1,3,3
14.0,2,76,77,3,1,2,3,3,1,2,4
14.0,2,79,96,3,2,4,11,4,2,4,11
14.0,2,79,84,3,2,4,11,3,3,4,11
14.0,2,79,81,3,2,4,11,3,2,5,11
14.0,2,80,82,3,2,5,10,3,2,6,10
14.0,2,80,81,3,2,5,10,3,2,5,11
14.0,2,81,97,3,2,5,11,4,2,5,11
14.0,2,81,85,3,2,5,11,3,3,5,11
14.0,2,83,98,3,3,3,11,4,3,3,11
14.0,2,83,84,3,3,3,11,3,3,4,11
14.0,2,84,100,3,3,4,11,4,3,4,11
14.0,2,84,85,3,3,4,11,3,3,5,11
14.0,2,85,101,3,3,5,11,4,3,5,11
14.0,2,86,89,4,0,1,2,4,0,2,2
14.0,2,86,87,4,0,1,2,4,0,1,3
14.0,2,87,90,4,0,1,3,4,0,2,3
14.0,2,87,88,4,0,1,3,4,0,1,4
14.0,2,88,91,4,0,1,4,4,0,2,4
14.0,2,89,90,4,0,2,2,4,0,2,3
14.0,2,90,94,4,0,2,3,4,1,2,3
14.0,2,90,92,4,0,2,3,4,0,3,3
14.0,2,90,91,4,0,2,3,4,0,2,4
14.0,2,93,105,4,0,8,0,5,0,8,0
14.0,2,95,98,4,2,3,11,4,3,3,11
14.0,2,95,96,4,2,3,11,4,2,4,11
14.0,2,96,106,4,2,4,11,5,2,4,11
14.0,2,96,100,4,2,4,11,4,3,4,11
14.0,2,96,97,4,2,4,11,4,2,5,11
14.0,2,97,101,4,2,5,11,4,3,5,11
14.0,2,98,108,4,3,3,11,5,3,3,11
14.0,2,98,100,4,3,3,11,4,3,4,11
14.0,2,99,100,4,3,4,10,4,3,4,11
14.0,2,100,109,4,3,4,11,5,3,4,11
14.0,2,100,102,4,3,4,11,4,4,4,11
14.0,2,100,101,4,3,4,11,4,3,5,11
14.0,2,104,105,5,0,7,0,5,0,8,0
14.0,2,106,109,5,2,4,11,5,3,4,11
14.0,2,108,109,5,3,3,11,5,3,4,11
14.0,2,110,111,6,10,7,4,6,11,7,4
14.0,2,113,114,7,11,7,5,7,11,8,5
14.0,2,115,127,8,0,4,9,9,0,4,9
14.0,2,115,118,8,0,4,9,8,1,4,9
14.0,2,115,116,8,0,4,9,8,0,5,9
14.0,2,116,131,8,0,5,9,9,0,5,9
14.0,2,116,120,8,0,5,9,8,1,5,9
14.0,2,117,134,8,1,4,8,9,1,4,8
14.0,2,117,118,8,1,4,8,8,1,4,9
14.0,2,118,135,8,1,4,9,9,1,4,9
14.0,2,118,120,8,1,4,9,8,1,5,9
14.0,2,119,138,8,1,5,2,9,1,5,2
14.0,2,120,141,8,1,5,9,9,1,5,9
14.0,2,121,123,8,8,0,8,8,9,0,8
14.0,2,121,122,8,8,0,8,8,8,0,9
14.0,2,123,124,8,9,0,8,8,9,1,8
14.0,2,125,147,9,0,3,9,10,0,3,9
14.0,2,125,132,9,0,3,9,9,1,3,9
14.0,2,125,127,9,0,3,9,9,0,4,9
14.0,2,126,148,9,0,4,8,10,0,4,8
14.0,2,126,134,9,0,4,8,9,1,4,8
14.0,2,126,130,9,0,4,8,9,0,5,8
14.0,2,126,127,9,0,4,8,9,0,4,9
14.0,2,127,149,9,0,4,9,10,0,4,9
14.0,2,127,135,9,0,4,9,9,1,4,9
14.0,2,127,131,9,0,4,9,9,0,5,9
14.0,2,127,128,9,0,4,9,9,0,4,10
14.0,2,128,136,9,0,4,10,9,1,4,10
14.0,2,129,138,9,0,5,2,9,1,5,2
14.0,2,130,140,9,0,5,8,9,1,5,8
14.0,2,130,131,9,0,5,8,9,0,5,9
14.0,2,131,150,9,0,5,9,10,0,5,9
14.0,2,131,141,9,0,5,9,9,1,5,9
14.0,2,132,135,9,1,3,9,9,1,4,9
14.0,2,133,138,9,1,4,2,9,1,5,2
14.0,2,134,151,9,1,4,8,10,1,4,8
14.0,2,134,140,9,1,4,8,9,1,5,8
14.0,2,134,135,9,1,4,8,9,1,4,9
14.0,2,135,152,9,1,4,9,10,1,4,9
14.0,2,135,143,9,1,4,9,9,2,4,9
14.0,2,135,141,9,1,4,9,9,1,5,9
14.0,2,135,136,9,1,4,9,9,1,4,10
14.0,2,137,138,9,1,5,1,9,1,5,2
14.0,2,138,144,9,1,5,2,9,2,5,2
14.0,2,138,142,9,1,5,2,9,1,6,2
14.0,2,138,139,9,1,5,2,9,1,5,3
14.0,2,140,141,9,1,5,8,9,1,5,9
14.0,2,141,153,9,1,5,9,10,1,5,9
14.0,2,141,145,9,1,5,9,9,2,5,9
14.0,2,143,145,9,2,4,9,9,2,5,9
14.0,2,146,161,9,5,0,2,10,5,0,2
14.0,2,147,149,10,0,3,9,10,0,4,9
14.0,2,148,151,10,0,4,8,10,1,4,8
14.0,2,148,149,10,0,4,8,10,0,4,9
14.0,2,149,152,10,0,4,9,10,1,4,9
14.0,2,149,150,10,0,4,9,10,0,5,9
14.0,2,150,153,10,0,5,9,10,1,5,9
14.0,2,151,152,10,1,4,8,10,1,4,9
14.0,2,152,153,10,1,4,9,10,1,5,9
14.0,2,154,172,10,2,1,8,11,2,1,8
14.0,2,154,158,10,2,1,8,10,3,1,8
14.0,2,155,175,10,3,0,7,11,3,0,7
14.0,2,155,157,10,3,0,7,10,3,1,7
14.0,2,155,156,10,3,0,7,10,3,0,8
14.0,2,156,176,10,3,0,8,11,3,0,8
14.0,2,156,158,10,3,0,8,10,3,1,8
14.0,2,157,178,10,3,1,7,11,3,1,7
14.0,2,157,158,10,3,1,7,10,3,1,8
14.0,2,158,179,10,3,1,8,11,3,1,8
14.0,2,159,183,10,4,0,2,11,4,0,2
14.0,2,159,161,10,4,0,2,10,5,0,2
