beta,seed,u_id,v_id,u_x,u_y,u_z,u_t,v_x,v_y,v_z,v_t
12.0,2,3,8,0,6,3,0,0,7,3,0
12.0,2,3,4,0,6,3,0,0,6,4,0
12.0,2,4,34,0,6,4,0,1,6,4,0
12.0,2,4,10,0,6,4,0,0,7,4,0
12.0,2,4,5,0,6,4,0,0,6,5,0
12.0,2,5,35,0,6,5,0,1,6,5,0
12.0,2,5,12,0,6,5,0,0,7,5,0
12.0,2,6,14,0,7,2,0,0,8,2,0
12.0,2,6,8,0,7,2,0,0,7,3,0
12.0,2,6,7,0,7,2,0,0,7,2,1
12.0,2,7,15,0,7,2,1,0,8,2,1
12.0,2,7,9,0,7,2,1,0,7,3,1
12.0,2,8,16,0,7,3,0,0,8,3,0
12.0,2,8,10,0,7,3,0,0,7,4,0
12.0,2,8,9,0,7,3,0,0,7,3,1
12.0,2,9,17,0,7,3,1,0,8,3,1
12.0,2,9,11,0,7,3,1,0,7,4,1
12.0,2,10,36,0,7,4,0,1,7,4,0
12.0,2,10,18,0,7,4,0,0,8,4,0
12.0,2,10,12,0,7,4,0,0,7,5,0
12.0,2,10,11,0,7,4,0,0,7,4,1
12.0,2,13,22,0,7,10,9,0,8,10,9
12.0,2,14,16,0,8,2,0,0,8,3,0
12.0,2,14,15,0,8,2,0,0,8,2,1
12.0,2,15,17,0,8,2,1,0,8,3,1
12.0,2,16,18,0,8,3,0,0,8,4,0
12.0,2,16,17,0,8,3,0,0,8,3,1
12.0,2,19,20,0,8,9,2,0,8,9,3
12.0,2,21,22,0,8,9,9,0,8,10,9
12.0,2,22,24,0,8,10,9,0,8,11,9
12.0,2,22,23,0,8,10,9,0,8,10,10
12.0,2,25,27,0,9,0,3,0,10,0,3
12.0,2,25,26,0,9,0,3,0,9,0,4
12.0,2,26,28,0,9,0,4,0,10,0,4
12.0,2,27,31,0,10,0,3,0,11,0,3
12.0,2,27,29,0,10,0,3,0,10,1,3
12.0,2,27,28,0,10,0,3,0,10,0,4
12.0,2,29,32,0,10,1,3,0,11,1,3
12.0,2,31,32,0,11,0,3,0,11,1,3
12.0,2,33,41,1,5,5,0,2,5,5,0
12.0,2,33,35,1,5,5,0,1,6,5,0
12.0,2,34,36,1,6,4,0,1,7,4,0
12.0,2,34,35,1,6,4,0,1,6,5,0
12.0,2,37,39,2,2,6,4,2,3,6,4
12.0,2,37,38,2,2,6,4,2,2,6,5
12.0,2,38,40,2,2,6,5,2,3,6,5
12.0,2,39,40,2,3,6,4,2,3,6,5
12.0,2,42,49,3,0,2,5,4,0,2,5
12.0,2,43,46,3,0,3,10,3,1,3,10
12.0,2,45,46,3,1,3,9,3,1,3,10
12.0,2,47,49,4,0,1,5,4,0,2,5
12.0,2,48,49,4,0,2,4,4,0,2,5
12.0,2,50,52,4,0,5,9,4,1,5,9
12.0,2,51,52,4,1,4,9,4,1,5,9
12.0,2,53,66,4,10,9,3,5,10,9,3
12.0,2,53,56,4,10,9,3,4,11,9,3
12.0,2,54,68,4,10,10,6,5,10,10,6
12.0,2,54,60,4,10,10,6,4,11,10,6
12.0,2,55,78,4,11,8,3,5,11,8,3
12.0,2,55,56,4,11,8,3,4,11,9,3
12.0,2,56,79,4,11,9,3,5,11,9,3
12.0,2,57,81,4,11,9,6,5,11,9,6
12.0,2,57,60,4,11,9,6,4,11,10,6
12.0,2,57,58,4,11,9,6,4,11,9,7
12.0,2,58,82,4,11,9,7,5,11,9,7
12.0,2,58,61,4,11,9,7,4,11,10,7
12.0,2,59,83,4,11,10,5,5,11,10,5
12.0,2,59,60,4,11,10,5,4,11,10,6
12.0,2,60,84,4,11,10,6,5,11,10,6
12.0,2,60,62,4,11,10,6,4,11,11,6
12.0,2,60,61,4,11,10,6,4,11,10,7
12.0,2,61,85,4,11,10,7,5,11,10,7
12.0,2,61,63,4,11,10,7,4,11,11,7
12.0,2,62,87,4,11,11,6,5,11,11,6
12.0,2,62,63,4,11,11,6,4,11,11,7
12.0,2,63,88,4,11,11,7,5,11,11,7
12.0,2,64,94,5,5,7,10,6,5,7,10
12.0,2,65,98,5,10,1,8,6,10,1,8
12.0,2,65,73,5,10,1,8,5,11,1,8
12.0,2,66,79,5,10,9,3,5,11,9,3
12.0,2,67,81,5,10,9,6,5,11,9,6
12.0,2,67,68,5,10,9,6,5,10,10,6
12.0,2,68,84,5,10,10,6,5,11,10,6
12.0,2,68,70,5,10,10,6,5,10,11,6
12.0,2,68,69,5,10,10,6,5,10,10,7
12.0,2,69,85,5,10,10,7,5,11,10,7
12.0,2,70,87,5,10,11,6,5,11,11,6
12.0,2,71,100,5,11,0,8,6,11,0,8
12.0,2,71,73,5,11,0,8,5,11,1,8
12.0,2,72,102,5,11,1,7,6,11,1,7
12.0,2,72,75,5,11,1,7,5,11,2,7
12.0,2,72,73,5,11,1,7,5,11,1,8
12.0,2,73,103,5,11,1,8,6,11,1,8
12.0,2,73,76,5,11,1,8,5,11,2,8
12.0,2,73,74,5,11,1,8,5,11,1,9
12.0,2,74,104,5,11,1,9,6,11,1,9
12.0,2,74,77,5,11,1,9,5,11,2,9
12.0,2,75,105,5,11,2,7,6,11,2,7
12.0,2,75,76,5,11,2,7,5,11,2,8
12.0,2,76,106,5,11,2,8,6,11,2,8
12.0,2,76,77,5,11,2,8,5,11,2,9
12.0,2,77,107,5,11,2,9,6,11,2,9
12.0,2,78,79,5,11,8,3,5,11,9,3
12.0,2,80,108,5,11,9,5,6,11,9,5
12.0,2,80,83,5,11,9,5,5,11,10,5
12.0,2,80,81,5,11,9,5,5,11,9,6
12.0,2,81,109,5,11,9,6,6,11,9,6
12.0,2,81,84,5,11,9,6,5,11,10,6
12.0,2,81,82,5,11,9,6,5,11,9,7
