beta,seed,u_id,v_id,u_x,u_y,u_z,u_t,v_x,v_y,v_z,v_t
12.0,1,176,179,11,4,5,6,11,4,6,6
12.0,1,176,177,11,4,5,6,11,4,5,7
12.0,1,178,182,11,4,6,5,11,5,6,5
12.0,1,178,179,11,4,6,5,11,4,6,6
12.0,1,179,183,11,4,6,6,11,5,6,6
12.0,1,180,182,11,5,5,5,11,5,6,5
12.0,1,180,181,11,5,5,5,11,5,5,6
12.0,1,181,183,11,5,5,6,11,5,6,6
12.0,1,182,183,11,5,6,5,11,5,6,6
12.0,1,185,187,11,7,5,11,11,8,5,11
12.0,1,186,187,11,8,4,11,11,8,5,11
12.0,1,188,198,11,10,0,0,11,11,0,0
12.0,1,188,193,11,10,0,0,11,10,1,0
12.0,1,188,189,11,10,0,0,11,10,0,1
12.0,1,189,199,11,10,0,1,11,11,0,1
12.0,1,189,194,11,10,0,1,11,10,1,1
12.0,1,189,190,11,10,0,1,11,10,0,2
12.0,1,190,200,11,10,0,2,11,11,0,2
12.0,1,190,195,11,10,0,2,11,10,1,2
12.0,1,190,191,11,10,0,2,11,10,0,3
12.0,1,192,196,11,10,0,8,11,10,1,8
12.0,1,193,201,11,10,1,0,11,11,1,0
12.0,1,193,194,11,10,1,0,11,10,1,1
12.0,1,194,202,11,10,1,1,11,11,1,1
12.0,1,194,195,11,10,1,1,11,10,1,2
12.0,1,195,203,11,10,1,2,11,11,1,2
12.0,1,197,206,11,10,7,0,11,11,7,0
12.0,1,198,201,11,11,0,0,11,11,1,0
12.0,1,198,199,11,11,0,0,11,11,0,1
12.0,1,199,202,11,11,0,1,11,11,1,1
12.0,1,199,200,11,11,0,1,11,11,0,2
12.0,1,200,203,11,11,0,2,11,11,1,2
12.0,1,201,204,11,11,1,0,11,11,2,0
12.0,1,201,202,11,11,1,0,11,11,1,1
12.0,1,202,205,11,11,1,1,11,11,2,1
12.0,1,202,203,11,11,1,1,11,11,1,2
12.0,1,204,205,11,11,2,0,11,11,2,1
12.0,1,206,207,11,11,7,0,11,11,8,0
